CaseID,Feature__INTENSITY-BASED_MeanIntensity(IBSI:Q4LE)[],Feature__INTENSITY-BASED_IntensityVariance(IBSI:ECT3)[],Feature__INTENSITY-BASED_IntensitySkewness(IBSI:KE2A)[],Feature__INTENSITY-BASED_IntensityKurtosis(IBSI:IPH6)[],Feature__INTENSITY-BASED_MedianIntensity(IBSI:Y12H)[],Feature__INTENSITY-BASED_MinimumIntensity(IBSI:1GSF)[],Feature__INTENSITY-BASED_10thIntensityPercentile(IBSI:QG58)[],Feature__INTENSITY-BASED_25thIntensityPercentile(IBSI:No)[],Feature__INTENSITY-BASED_50thIntensityPercentile(IBSI:Y12H)[],Feature__INTENSITY-BASED_75thIntensityPercentile(IBSI:No)[],Feature__INTENSITY-BASED_90thIntensityPercentile(IBSI:8DWT)[],Feature__INTENSITY-BASED_StandardDeviation(IBSI:No)[],Feature__INTENSITY-BASED_MaximumIntensity(IBSI:84IY)[],Feature__INTENSITY-BASED_IntensityInterquartileRange(IBSI:SALO)[],Feature__INTENSITY-BASED_IntensityRange(IBSI:2OJQ)[],Feature__INTENSITY-BASED_IntensityBasedMeanAbsoluteDeviation(IBSI:4FUA)[],Feature__INTENSITY-BASED_IntensityBasedRobustMeanAbsoluteDeviation(IBSI:1128)[],Feature__INTENSITY-BASED_IntensityBasedMedianAbsoluteDeviation(IBSI:N72L)[],Feature__INTENSITY-BASED_IntensityBasedCoefficientOfVariation(IBSI:7TET)[],Feature__INTENSITY-BASED_IntensityBasedQuartileCoefficientOfDispersion(IBSI:9S40)[],Feature__INTENSITY-BASED_AreaUnderCurveCIVH(IBSI:No)[],Feature__INTENSITY-BASED_IntensityBasedEnergy(IBSI:N8CA)[],Feature__INTENSITY-BASED_RootMeanSquareIntensity(IBSI:5ZWQ)[]
42 Benign,154.25280252946257,1273.100362223432,0.09276168,-1.099969197,149.0,50.0,110.0,125.0,149.0,188.0,202.0,35.6805319778648,242.0,63.0,192.0,31.43384183060019,25.932313989281838,31.272348375970108,0.2313120500423306,0.2012779552715655,465.54886461623056,174416377.0,158.3257005366368
42 Malignant,157.6109809027758,1430.9874806930038,-1.28717157,2.4137369003511413,165.0,0.0,112.0,136.0,165.0,184.0,198.0,37.82839516412246,232.0,48.0,232.0,29.011879620331783,19.737008603798877,28.390928819444444,0.2400111651323162,0.15,574.9525860821445,1815935071.0,162.0870407584416
43 Benign,98.69142101284976,4362.599790346556,0.081653442,-1.355268396,95.0,0.0,13.0,38.0,95.0,163.0,189.0,66.04997949,226.0,125.0,226.0,58.40678413172481,50.207951692691125,58.33503401360544,0.6692575586611413,0.6218905472636815,351.88385770974173,149261880.0,118.75435306498068
43 Malignant,138.88437582825384,1247.5932438258546,-0.246125443,-0.66085272,140.0,0.0,90.0,113.0,140.0,168.0,182.0,35.32128598771362,226.0,55.0,226.0,29.894387044438723,23.197507999296214,29.88282975527873,0.254321523,0.195729537366548,493.8604745,929808903.0,143.30548870517632
44 Benign,74.35463108320292,5627.519501054377,0.3799260514115901,-1.450486253,53.0,0.0,0.0,0.0,53.0,148.0,181.0,75.01679479326198,232.0,148.0,232.0,68.79451239496973,60.72499947474546,68.0010989,1.0089054804040127,1.0,272.9837454212585,213193657.0,105.6225859585606
44 Malignant,174.21407563025124,768.1551770267345,-0.293260774,-0.61735901,177.0,81.0,132.0,156.0,177.0,194.0,210.0,27.71561251400976,241.0,38.0,160.0,22.587456829405173,16.654681374267877,22.492271908763502,0.1590893985675007,0.1085714285714285,438.0215711,4147500246.0,176.40492998986704
45 Benign,146.25842716396792,1205.9332329942035,-0.766527344,0.1174597486102992,154.0,13.0,95.0,125.0,154.0,173.0,185.0,34.726549396595736,214.0,48.0,201.0,28.17065344909996,20.13696575792777,27.526688951442647,0.2374328103341653,0.1610738255033557,462.4478591221008,1284439669.0,150.3245181248628
45 Malignant,141.9209148286865,2111.5926323438625,-0.883565143,0.1852473866783524,157.0,0.0,79.0,110.0,157.0,178.0,190.0,45.95206885814677,222.0,68.0,222.0,38.25648963113336,28.880357131163112,36.92472950478569,0.3237864476396291,0.2361111111111111,495.7435107157754,1283383015.0,149.17485947087425
46 Benign,144.95602150537698,1136.7218293328458,-0.039273246,-1.271416579,144.0,59.0,102.0,115.0,144.0,177.0,190.0,33.71530556487433,206.0,62.0,147.0,30.06367832119405,25.382869469349533,30.061827956989248,0.2325898932292626,0.2123287671232876,335.14048891128573,205985421.0,148.82530026846914
46 Malignant,141.29396862515796,1464.945984810754,0.032514804,-1.11883144,138.0,34.0,92.0,109.0,138.0,175.0,193.0,38.274612797659415,235.0,66.0,201.0,33.459884462436854,27.170914814588148,33.41436581541814,0.2708863879335078,0.2323943661971831,446.8788644169293,2419176370.0,146.3862410018713
47 Benign,156.04240257920023,392.4027670151524,-0.202443936,-0.492646457,158.0,90.0,128.0,142.0,158.0,170.0,181.0,19.8091586650002,212.0,28.0,122.0,16.199587959580818,12.06094779252618,16.14477619,0.1269472805953878,0.08974359,299.3241366169043,1059040909.0,157.29473662428686
47 Malignant,144.12130295763563,1353.2475008202505,0.3615373473446321,-0.940460621,138.0,38.0,101.0,112.0,138.0,174.0,196.0,36.78651248515209,240.0,62.0,202.0,31.87638671037656,25.208697881891897,31.62052857713829,0.2552468769725559,0.2167832167832167,458.0201112547514,1771351746.0,148.74205009689217
48 Benign,126.28309773521777,1786.2546329941215,0.2753501317150051,-0.570832202,119.0,0.0,77.0,96.0,119.0,160.0,188.0,42.26410573,230.0,64.0,230.0,34.52644164285857,25.237024473894262,33.781957744338044,0.3346774547508666,0.25,457.0450842643452,233339701.0,133.16784674461306
48 Malignant,103.55763418269356,2116.5432473653614,0.3050071794189534,-0.970252308,98.0,0.0,50.0,64.0,98.0,141.0,171.0,46.00590448,240.0,77.0,240.0,39.333992711955496,30.91131626226059,39.12240935344288,0.4442541088043759,0.375609756,392.0877008521682,3385958421.0,113.31693097186164
49 Benign,112.95240162037018,4588.926987866501,-0.181001247,-1.239696844,112.0,0.0,13.0,59.0,112.0,179.0,197.0,67.74161931830757,234.0,120.0,234.0,58.95798206721109,49.84041936534442,58.953848379629626,0.5997359803467059,0.5042016806722689,415.7683105468882,119903653.0,131.70866341921447
49 Malignant,156.9672286463898,671.5734328890277,-0.289358217,-0.03199571,159.0,59.0,124.0,139.0,159.0,176.0,189.0,25.91473389577882,231.0,37.0,172.0,20.68671585323976,14.666919047282796,20.631304052084342,0.1650964607023712,0.1174603174603174,424.5066335268882,1041872543.0,159.0920623469855
50 Benign,126.87098850574604,1131.024252586113,0.3752919626137779,-0.422364182,121.0,13.0,88.0,101.0,121.0,151.0,176.0,33.63070401561813,229.0,50.0,216.0,27.70107460854915,20.50130050487409,27.34071264367816,0.2650779694531582,0.1984126984126984,431.5288965517442,1498772662.0,131.25270274173974
50 Malignant,85.23160173160204,1608.2104299019916,0.6298795601123767,-0.357357625,77.0,13.0,38.0,53.0,77.0,112.0,147.0,40.10249904808916,203.0,59.0,190.0,32.55340698262732,23.87656798307326,32.02494588744589,0.4705120898041274,0.3575757575757576,255.9836816829027,327932640.0,94.19467269244244
51 Benign,117.00318100847085,1833.279973158148,0.1891993674850573,-0.564531587,115.0,13.0,61.0,85.0,115.0,147.0,179.0,42.81681881174906,238.0,62.0,225.0,34.684612053335506,25.678495189898676,34.666175882502635,0.3659457669672177,0.2672413793103448,414.8396601320164,853983661.0,124.59142963807382
51 Malignant,130.07434994582792,758.9837979006064,-0.216443267,-0.557077898,130.0,46.0,88.0,114.0,130.0,152.0,166.0,27.549660576867485,213.0,38.0,167.0,22.20961679651081,16.038080382150376,22.20928543287698,0.2117993331378638,0.1428571428571428,342.0152569976189,1435903889.0,132.9598447341547
52 Benign,168.90728715728707,494.1367867,-0.431743723,0.7395049402597196,170.0,83.0,142.0,155.0,170.0,182.0,197.0,22.229187720746435,227.0,27.0,144.0,17.20732135829552,11.697698499597776,17.143217893217894,0.1316058536897021,0.080118694,381.92126623376487,80453997.0,170.36375330908405
52 Malignant,144.23546926174947,1133.392597728894,-0.067998715,-1.017718591,146.0,34.0,99.0,115.0,146.0,173.0,189.0,33.66589665713501,219.0,58.0,185.0,29.02711609,23.002612030568883,29.013304499083254,0.2334092774090141,0.2013888888888889,419.6817593495932,1399882576.0,148.112333
53 Benign,100.50759689922496,6541.400329884046,-0.087816407,-1.622797174,118.0,0.0,0.0,0.0,118.0,174.0,199.0,80.87892389172872,241.0,174.0,241.0,74.81169448952495,70.73823937735558,74.16217054263566,0.8047045834040073,1.0,382.0511660206739,161022741.0,129.0084391206292
53 Malignant,147.96020867430448,1488.266931380344,-0.300028996,-1.04438455,155.0,28.0,93.0,115.0,155.0,181.0,196.0,38.57806282565707,232.0,66.0,204.0,33.493343597095794,27.10645166420065,33.20026595744681,0.2607326873306629,0.2229729729729729,474.76508285595776,1142838365.0,152.9068026031676
54 Benign,120.16901036508884,1915.538676534316,-0.454447731,-0.616702896,126.0,0.0,56.0,88.0,126.0,158.0,173.0,43.76686733745421,218.0,70.0,218.0,36.53165392744462,27.84463225698125,36.30725556215752,0.3642109326230187,0.2845528455284553,412.7073172493044,495492594.0,127.89108541512634
54 Malignant,131.4850134573035,1719.809232217821,0.05059327,-1.128182275,124.0,13.0,81.0,98.0,124.0,173.0,187.0,41.47058273303887,219.0,75.0,206.0,36.52847416547751,30.16198080944281,36.14796917054074,0.3154015932508187,0.2767527675276753,426.3928213695767,621489426.0,137.86993144295514
55 Benign,96.59606690777564,1535.7876970081902,0.9645436125017176,1.028654640624758,86.0,0.0,61.0,73.0,86.0,114.0,155.0,39.18912728051226,230.0,41.0,230.0,29.54036381777763,18.41531723366587,28.31179927667269,0.4057010656337361,0.2192513368983957,350.6983357821047,240368923.0,104.2429270457218
55 Malignant,122.06320544872858,2553.0807186637094,-0.216405799,-0.907206769,122.0,0.0,56.0,81.0,122.0,168.0,186.0,50.52801914446785,232.0,87.0,232.0,43.23106461930583,34.02027931,43.23098735247619,0.4139496333781897,0.3493975903614458,446.0730662202798,3797525869.0,132.10793633647626
56 Benign,103.93235653235678,6340.332827698658,-0.205951621,-1.6697186,131.0,0.0,0.0,13.0,131.0,178.0,194.0,79.62620691517748,227.0,165.0,227.0,74.41494684397469,72.06132155755817,72.93089133089133,0.7661349128592867,0.8638743455497382,372.116124847368,210592757.0,130.92848262340613
56 Malignant,107.0918976669452,3586.326845477444,-0.333064575,-1.130106075,117.0,0.0,13.0,56.0,117.0,160.0,179.0,59.88594864805469,232.0,104.0,232.0,51.60813025751501,44.189423104969904,51.07350322585988,0.5592014891201147,0.4814814814814814,391.8261338,1817786033.0,122.69882392013793
57 Benign,110.83762266848568,1890.5721583308857,0.142225712341676,-1.009806472,105.0,13.0,56.0,77.0,105.0,148.0,173.0,43.48071018659753,216.0,71.0,203.0,37.15994559446843,29.251064997506123,36.91483070124131,0.3922919775773966,0.3155555555555555,354.7125932198942,436238399.0,119.06112193798884
57 Malignant,127.5135717363202,1662.116030315082,-0.288290613,-0.8418141,128.0,13.0,71.0,96.0,128.0,163.0,178.0,40.769057265468895,215.0,67.0,202.0,34.40819077698805,26.95405068140742,34.39934121832914,0.3197232789445618,0.2586872586872586,405.5925351975645,1289493375.0,133.8724281070185
58 Benign,157.34302584670252,875.1692093825583,-0.058602543,-0.836589489,159.0,81.0,119.0,133.0,159.0,181.0,197.0,29.58325893782763,223.0,48.0,142.0,24.876029805964198,19.10928538,24.84792780748663,0.1880176053475052,0.1528662420382165,351.1574789716972,230072805.0,160.09995937531843
58 Malignant,154.7435406698565,964.7423625832768,-0.751888156,0.3778896349604124,162.0,0.0,110.0,133.0,162.0,180.0,187.0,31.06030203625324,229.0,47.0,229.0,25.480267393147965,18.873157090242373,25.056937799043062,0.2007211538639924,0.1501597444089457,557.0729739832617,104125078.0,157.82998999438223
59 Benign,103.81766454352412,2301.929811106166,0.4925874270181034,-0.349837156,95.0,13.0,42.0,71.0,95.0,133.0,175.0,47.97843068615486,235.0,62.0,222.0,38.60433589823439,27.50741530954893,37.99320594,0.4621413022255048,0.3039215686274509,363.1691401274047,154017439.0,114.36799063714427
59 Malignant,165.7649916,916.4398205538224,-0.973883942,0.4767501000528553,173.0,46.0,120.0,151.0,173.0,189.0,196.0,30.272757068919613,228.0,38.0,182.0,23.704889639217253,16.196197274422673,22.970483840836916,0.1826245504428141,0.1117647058823529,474.1162899308927,151995610.0,168.50659410998315
60 Benign,138.83952528379766,1499.7947282107195,-0.153064036,-0.592155455,142.0,22.0,86.0,109.0,142.0,169.0,185.0,38.72718332400021,247.0,60.0,225.0,32.43550376,24.683759352301784,32.38732526503424,0.2789348583902109,0.2158273381294964,491.2961427842837,442907213.0,144.13954526513888
60 Malignant,136.08790411715938,1258.6618984533573,0.1408260713996936,-0.884135875,134.0,13.0,88.0,106.0,134.0,163.0,184.0,35.477625321508725,229.0,57.0,216.0,30.026377954156946,23.483772120608396,29.99443907156673,0.2606963899669268,0.2118959107806691,462.6448647761737,572629435.0,140.63633792677675
61 Benign,124.65255341323608,1538.0360031205278,0.2354703266421223,-0.495945137,121.0,0.0,77.0,93.0,121.0,155.0,177.0,39.21780211996241,237.0,62.0,237.0,32.77935564068049,24.825704521742885,32.69697759249609,0.3146169175528346,0.25,465.24970280741786,262155282.0,130.67629882867126
61 Malignant,148.7187159214837,1187.0816617099256,-0.404351034,-0.923826317,156.0,61.0,95.0,121.0,156.0,177.0,189.0,34.45405145566956,224.0,56.0,163.0,29.573230254667877,23.67699340032003,29.11020992366412,0.2316725991223568,0.1879194630872483,381.2367402620852,341921249.0,152.65758457097607
62 Benign,140.70352803167816,1440.3346171876674,-0.021874301,-0.530199801,139.0,22.0,92.0,114.0,139.0,168.0,192.0,37.951740634490896,238.0,54.0,216.0,31.203020703000043,22.86979859533977,31.179890287233174,0.2697284223459301,0.1914893617021276,478.20838560176384,6264136723.0,145.73200546808283
62 Malignant,109.2556405267196,2463.721887162705,0.082555812,-1.321588406,106.0,13.0,46.0,64.0,106.0,156.0,175.0,49.63589313352491,221.0,92.0,208.0,44.15916301710217,37.10077533558034,44.14107426,0.4543096621303129,0.4181818181818181,358.3047128829443,1591185112.0,120.0021536226192
63 Benign,112.06910179093497,1496.3987108708925,0.4589908802054066,-0.957222794,101.0,28.0,69.0,79.0,101.0,148.0,167.0,38.683313080330805,221.0,69.0,193.0,33.87670174,27.655810759757937,32.97795595760234,0.3451737585306481,0.3039647577092511,340.9434239794838,615310303.0,118.55750624527305
63 Malignant,184.6815042735044,415.0675861132567,0.1908410728222378,-0.635277843,180.0,121.0,161.0,170.0,180.0,201.0,214.0,20.373207555838054,238.0,31.0,117.0,17.09468674468643,12.997121656504264,16.78988034188034,0.1103153650170962,0.083557951,339.31456250000144,1009778024.0,185.80184500385784
64 Benign,138.10676814351783,1334.0151838741945,0.006770991,-0.937159832,134.0,0.0,92.0,109.0,134.0,171.0,187.0,36.52417259670908,233.0,62.0,233.0,31.52309924440862,25.04626155595096,31.37700462082088,0.2644633068145789,0.2214285714285714,506.3892659,750791726.0,142.85480247762567
64 Malignant,137.80369679684077,1091.1815177071055,-0.337468253,-0.532872691,142.0,46.0,92.0,114.0,142.0,163.0,177.0,33.03303676181022,219.0,49.0,173.0,27.28832864550968,20.146515391797397,27.103938130759104,0.2397108171235035,0.1768953068592057,375.0406539669093,732235056.0,141.7075875476776
65 Benign,95.36764044943804,3529.5445034212885,0.2805846758281125,-1.002022651,85.0,0.0,13.0,53.0,85.0,150.0,184.0,59.40996973085653,234.0,97.0,234.0,49.43063663678754,40.280073820636176,48.46067415730337,0.6229573202280754,0.4778325123152709,352.2959147,224716658.0,112.35893977923878
65 Malignant,110.28703737136716,3145.134309312726,-0.212116778,-1.0253929,113.0,0.0,34.0,66.0,113.0,161.0,181.0,56.08149703166568,223.0,95.0,223.0,48.14797579643245,37.86531061620432,48.12251308900524,0.5085048829702775,0.4185022026431718,387.7516798497249,1695860666.0,123.72697733908304
66 Benign,160.10834185834284,1956.0906143940697,-0.999785683,0.2985700517491745,173.0,0.0,90.0,135.0,173.0,193.0,205.0,44.22771319426396,255.0,58.0,255.0,35.32291687921011,24.617438464935752,33.5511803,0.276236157847383,0.1768292682926829,641.9104395862622,10032997875.0,166.10470115870214
66 Malignant,155.47525270128915,882.4112325810933,0.1364054218380752,-0.861627935,154.0,34.0,119.0,130.0,154.0,179.0,197.0,29.705407463643606,242.0,49.0,208.0,25.33875446004061,19.819788226094527,25.32572324851865,0.1910619661169864,0.1585760517799352,508.4986929243904,431296175.0,158.28760354213136
67 Benign,161.43795652751197,907.40299686009,-0.139385199,-0.309126613,163.0,56.0,121.0,140.0,163.0,181.0,200.0,30.123130595276614,242.0,41.0,186.0,24.29363925504885,17.377056007989882,24.23174997,0.1865926157839038,0.1277258566978193,472.0352890234338,3046083370.0,164.22428810818278
67 Malignant,99.83269557304996,2184.4358437522674,-0.173870114,-0.700347108,102.0,0.0,34.0,66.0,102.0,134.0,162.0,46.73794865,219.0,68.0,219.0,38.44080951990843,28.640424789498013,38.39130858660947,0.4681627434675759,0.34,345.024648,2991261000.0,110.2315878
68 Benign,102.57048872180404,2780.133627831353,0.3618931281779381,-0.898313281,92.0,13.0,38.0,59.0,92.0,148.0,177.0,52.72697248876853,233.0,89.0,220.0,45.30637566660494,35.49382598044062,44.70682957393484,0.5140559740509458,0.429951690821256,355.6707589285576,212281387.0,115.32926248121572
68 Malignant,149.71906210107213,926.5995863247266,0.0139080869698358,-0.75897137,150.0,59.0,109.0,126.0,150.0,175.0,189.0,30.440098329747997,241.0,49.0,182.0,25.719992142810703,19.80174211200694,25.717172286050413,0.2033147810477101,0.1627906976744186,428.6030264026492,3730208433.0,152.7821885651265
69 Benign,130.83578537983237,1239.8626530862157,-0.130186129,-0.108850288,128.0,13.0,88.0,105.0,128.0,159.0,179.0,35.21168347418532,228.0,54.0,215.0,28.71860325839648,21.426936919864133,28.64757055497275,0.2691288424796127,0.2045454545454545,442.8267905002927,717480453.0,135.4912004
69 Malignant,115.39039179104417,1804.186036735352,0.2794395191662056,-0.911840925,110.0,0.0,61.0,81.0,110.0,150.0,176.0,42.475711138665496,221.0,69.0,221.0,36.05709635,27.88423783907466,35.83464680905816,0.3681044017562836,0.2987012987012987,401.8859128220788,940046937.0,122.95986562462625
70 Benign,137.1430950767841,790.8733811,-0.005385918,-0.686551652,136.0,28.0,99.0,117.0,136.0,159.0,175.0,28.12247110534396,220.0,42.0,192.0,23.521915032680063,18.027556513083297,23.50028229448961,0.2050593293785492,0.1521739130434782,414.3731368563695,1388557172.0,139.99679249293803
70 Malignant,114.61746212519924,3238.2772787433173,0.06537476,-1.333147044,113.0,0.0,38.0,64.0,113.0,170.0,192.0,56.90586330724908,234.0,106.0,234.0,50.16514178098466,42.87709590475935,50.14034970188249,0.4964851101404559,0.452991453,422.7140113133745,3422106680.0,127.96655775148788
71 Benign,130.30762588016466,1380.309577823115,-0.324053783,-0.397376592,130.0,13.0,83.0,106.0,130.0,160.0,179.0,37.15251779,208.0,54.0,195.0,30.522032299679868,23.11746321213745,30.51647402683672,0.2851139181980978,0.2030075187969924,400.03562176163183,276397265.0,135.50050531399535
71 Malignant,169.64760503815268,93.52268733210732,-0.29738558,0.5983684849492246,170.0,126.0,157.0,163.0,170.0,176.0,182.0,9.670712866,205.0,13.0,79.0,7.496837205183683,5.268385843300575,7.467776041187827,0.057004712,0.0383480825958702,210.57300381539147,314060677.0,169.9230195780241
72 Benign,122.14550929249482,1609.5293973576674,-0.540877145,-0.139378435,127.0,0.0,69.0,95.0,127.0,154.0,171.0,40.11894063104941,208.0,59.0,208.0,32.407370339603425,23.377141176378988,32.176377921352795,0.3284520312161366,0.2369477911646586,400.15518066523504,1657798084.0,128.56537184514525
72 Malignant,126.3998067010312,880.3179252203619,-0.048894716,-1.032782823,126.0,46.0,86.0,102.0,126.0,152.0,167.0,29.67015209297657,191.0,50.0,145.0,25.331420409759453,19.967987488786445,25.32850085910653,0.2347325748935224,0.1968503937007874,288.59347313948155,156974517.0,129.83539216746084
73 Benign,113.2805383022785,1373.4151257797253,1.0725669173217174,0.6358268271990233,104.0,53.0,75.0,85.0,104.0,132.0,169.0,37.05961583,255.0,47.0,202.0,29.598724004541253,21.083481319561717,28.755413014454053,0.3271490089085433,0.216589861751152,360.6901318303419,1468349769.0,119.18848721178368
73 Malignant,160.70032496840278,636.5263530268387,-0.284006491,-0.507086642,163.0,69.0,126.0,143.0,163.0,180.0,191.0,25.22947389516553,233.0,37.0,164.0,20.76938434802251,15.29768407819722,20.707197448396222,0.1569970309650972,0.1145510835913312,414.3516699765231,8794088886.0,162.66874560891523
74 Benign,163.49636771962466,966.2059355,-0.661922165,-0.253678321,172.0,46.0,118.0,141.0,172.0,187.0,197.0,31.083853292702678,239.0,46.0,193.0,25.65240338328935,18.80841572121857,24.861852093964828,0.1901195343128815,0.1402439024390244,496.05172795263707,5253839409.0,166.42496264993653
74 Malignant,151.41474132164376,1511.1372880625108,-1.784138295,4.304356458038253,162.0,0.0,105.0,134.0,162.0,177.0,187.0,38.87334932910349,229.0,43.0,229.0,28.428322550989662,17.96460972943353,27.0452643113646,0.2567342452246873,0.1382636655948553,545.3445094454471,11105991803.0,156.3251776828129
75 Benign,119.04726267672986,2422.4853818447905,-0.489578103,-0.493855124,122.0,0.0,46.0,88.0,122.0,162.0,179.0,49.21875030762962,218.0,74.0,218.0,40.547118755207485,30.718272378841743,40.487785691506325,0.4134387402193532,0.296,408.8951286276185,1561066828.0,128.82055788059282
75 Malignant,175.39628442785755,820.3769951,-0.351250646,-0.664497571,178.0,66.0,132.0,156.0,178.0,198.0,212.0,28.642223989729395,243.0,42.0,177.0,23.68658475740732,18.07450942388175,23.57393420679025,0.1633000612479351,0.1186440677966101,487.8350251490909,3893230553.0,177.71953630981633
76 Benign,144.75836236933728,608.4818551578973,0.2634692103924156,0.0175603786257996,141.0,59.0,117.0,127.0,141.0,163.0,176.0,24.66742498028315,230.0,36.0,171.0,20.279073862740088,14.97132786811178,20.14047619047619,0.1704041450631124,0.1241379310344827,389.3764400043653,371322873.0,146.84503849640427
76 Malignant,135.63746793420663,1685.4742291704108,-0.247116263,-0.586649541,137.0,34.0,81.0,106.0,137.0,168.0,189.0,41.05452751123085,238.0,62.0,204.0,33.98724946246785,25.423690014750964,33.97339671042704,0.3026783685695539,0.2262773722627737,435.4514599366091,1330900207.0,141.7144909202083
77 Benign,96.77930700735538,1885.1086891055493,0.1154531500937042,-0.371191114,92.0,0.0,42.0,71.0,92.0,126.0,161.0,43.417838374400326,211.0,55.0,211.0,34.56791301609243,24.414617678995302,34.25150987224158,0.4486272914839171,0.2791878172588832,322.3526232215083,581244377.0,106.0723477345983
77 Malignant,131.6135160710857,1671.1117211459325,-0.064943343,-0.688759599,129.0,22.0,79.0,102.0,129.0,164.0,186.0,40.87923337,240.0,62.0,218.0,34.14952136017374,25.60747997,34.091478475652785,0.3106005719860667,0.2330827067669172,451.63579,2368379725.0,137.81592554469043
78 Benign,113.80101153785368,1845.5616364036728,0.3986718284684059,-0.377151634,108.0,0.0,64.0,81.0,108.0,142.0,175.0,42.96000042369265,229.0,61.0,229.0,35.33248761226788,26.41484249469409,35.12739054844318,0.3775010418901491,0.273542601,410.7073331555348,187231518.0,121.6397626742275
78 Malignant,141.2849002848999,2285.5664671552977,-0.664092911,-0.458963464,154.0,0.0,66.0,109.0,154.0,178.0,193.0,47.807598424887416,228.0,69.0,228.0,39.86176281036795,29.49631405930141,38.604786324786325,0.3383772669866615,0.2404181184668989,506.5180769230838,195217333.0,149.1542473939965
79 Benign,74.47108947048055,6095.8660235847965,0.4350490040690901,-1.404995644,50.0,0.0,0.0,0.0,50.0,147.0,190.0,78.0760272,233.0,147.0,233.0,71.40604686363288,62.93496426196284,70.48362751065125,1.0484072108619709,1.0,274.73600977633026,382549850.0,107.89721586076804
79 Malignant,158.99510617973309,1074.468709976655,-0.132843154,-1.030430916,160.0,75.0,114.0,132.0,160.0,187.0,201.0,32.77908952330212,234.0,55.0,159.0,28.18914931729044,22.560989936654373,28.18890440149901,0.2061641412173253,0.1724137931034483,397.4792618855079,1793251976.0,162.33888166142296
80 Benign,155.5974312060868,1022.6691517736436,-2.007685275,5.338927650326372,164.0,0.0,117.0,147.0,164.0,175.0,182.0,31.97919873564132,229.0,28.0,229.0,22.32025244767171,12.778176439832244,20.808350409836063,0.2055252357815938,0.086956522,560.3191606365381,3447868513.0,158.84970805672657
80 Malignant,175.0088224012279,583.9284479,0.1558501727418683,0.047537611,173.0,104.0,146.0,160.0,173.0,190.0,208.0,24.16461147896237,243.0,30.0,139.0,18.862127070572853,12.927763481925767,18.70911648126838,0.1380765332136354,0.085714286,382.1675237342002,488218360.0,176.66922869077564
81 Benign,119.37986106602644,1888.890958443321,0.2436695504473138,-0.599866818,114.0,13.0,69.0,88.0,114.0,154.0,182.0,43.46137317714802,234.0,66.0,221.0,35.6307078,26.412644544777475,35.317405700188274,0.3640595054228658,0.2727272727272727,415.6735368616952,994444924.0,127.04503999207142
81 Malignant,125.12842879552215,2627.7897976458576,-0.197309259,-1.021947896,127.0,0.0,53.0,85.0,127.0,173.0,189.0,51.26197223718434,233.0,88.0,233.0,44.28826177245378,35.39082455400623,44.26084283715606,0.4096748655012184,0.3410852713178294,459.1772816792479,3450290036.0,135.22171974384162
82 Benign,132.49582049126735,1347.617406,0.2388806274138034,-0.33946438,130.0,22.0,88.0,105.0,130.0,159.0,182.0,36.709908821908016,236.0,54.0,214.0,29.91975116567363,21.68414685,29.85035490800411,0.2770646552155019,0.2045454545454545,446.35814624777646,809567399.0,137.48730797192502
82 Malignant,153.09548141290438,1069.0778901364067,0.0282607790426389,-0.787744113,151.0,61.0,110.0,129.0,151.0,178.0,199.0,32.69675656906059,232.0,49.0,171.0,27.402760000732,20.91145213748637,27.38059037174192,0.213571009851533,0.1596091205211726,411.7016970850997,1376526269.0,156.54808947791506
83 Benign,124.94038761496664,1473.4267671050727,-0.472104248,-0.16341273,127.0,0.0,73.0,101.0,127.0,155.0,174.0,38.385241527246805,229.0,54.0,229.0,30.61662358692753,21.621037916431774,30.55838428025889,0.3072284491828215,0.2109375,450.6009401836619,952867898.0,130.70396789877196
83 Malignant,133.51847926267308,1505.9305801758198,0.1664347915571733,-1.217363624,128.0,42.0,85.0,99.0,128.0,170.0,187.0,38.80632139453339,225.0,71.0,183.0,34.21326745099151,28.29040714506732,34.03552995391705,0.2906438240521679,0.2639405204460966,384.6089969758097,419528593.0,139.04357189310346
84 Benign,146.71361246294174,760.3173920348561,-0.176238303,-0.52473784,149.0,28.0,110.0,126.0,149.0,169.0,180.0,27.573853412877497,239.0,43.0,211.0,23.12783869537811,17.56993847,23.06778263,0.1879433881422717,0.1457627118644067,486.9711856977714,1593570187.0,149.28228787756757
84 Malignant,134.88691512829445,1809.9359327375212,0.09091688,-1.291602871,132.0,38.0,83.0,95.0,132.0,175.0,190.0,42.54334181440759,236.0,80.0,198.0,37.79655318765581,31.476419962543908,37.75780796470452,0.3154000651133841,0.2962962962962963,420.37176724137527,1033788200.0,141.43696760594534
85 Benign,140.9881524725276,3934.064248372362,-0.708023354,-0.713452644,161.0,0.0,38.0,95.0,161.0,193.0,208.0,62.72211929114291,227.0,98.0,227.0,53.33279501126027,41.25741675113284,51.409512362637365,0.4448751061076901,0.3402777777777778,503.4753739912126,138679477.0,154.31047723984594
85 Malignant,114.610774410774,2031.575439467617,0.0360979596084679,-1.144569417,113.0,13.0,56.0,75.0,113.0,156.0,177.0,45.073001225430026,208.0,81.0,195.0,39.14977009148727,32.01937679808374,39.137962962962966,0.3932701917176203,0.3506493506493506,352.22477706755586,360372792.0,123.1552071595231
