CaseID,Image_filename,Feature__0,Feature__1,Feature__2,Feature__3,Feature__4,Feature__5,Feature__6,Feature__7,Feature__8
90 Malignant,90 Malignant_roi.png,112945,159588,121962,413.0240536145472,367.7403926044539,0.45525574486808346,475.53023037447366,1440.95750288788,0.9260671356652072
28 Benign,28 Benign_roi.png,19848,26702,20406,167.5838472097506,151.93634322137942,0.42192915162247185,177.72450590731714,560.0670631985087,0.9726551014407527
94 Malignant,94 Malignant_roi.png,113187,174122,131987,477.13341291373655,333.85887422610716,0.7144190734541648,499.0400785508114,1571.0651506262047,0.8575617295642752
30 Benign,30 Benign_roi.png,21556,27900,22826,237.94219369947987,120.29209030143588,0.8627962894506656,230.54066886343503,628.6700935788386,0.9443616928064488
105 Malignant,105 Malignant_roi.png,13315,20850,14341,151.93894433898274,114.2279671910246,0.6593891867209705,154.26276284314372,490.9898987322333,0.9284568719057248
67 Benign,67 Benign_roi.png,80727,107361,82795,462.41220836775517,224.25954119235257,0.8745265995349402,454.9428535541579,1195.8559518039654,0.9750226462950661
98 Benign,98 Benign_roi.png,21774,27233,22521,257.8964045513837,110.17541212737069,0.9041533655287151,246.9757073074192,641.5634918610405,0.9668309577727454
34 Benign,34 Benign_roi.png,26102,35092,26699,293.2573461002068,114.04112427942493,0.9212895567305095,286.2481440987871,724.4163056034262,0.9776396119704858
117 Malignant,117 Malignant_roi.png,64868,100440,69219,339.9433444305983,257.7650437319465,0.6519536346557236,333.0540496676178,1057.8031739553294,0.9371415362833904
10 Benign,10 Benign_roi.png,13137,19600,14282,238.13645336596647,75.05585675995296,0.9490318976458475,253.2212471338059,589.3624817342638,0.9198291555804509
121 Malignant,121 Malignant_roi.png,71968,122430,81185,400.8946725409511,248.9855816951766,0.7837512890707298,413.81759266614074,1312.2295808265224,0.8864691753402723
76 Malignant,76 Malignant_roi.png,44318,62198,48618,306.5484643651767,193.46879389315774,0.7756854039650112,313.86939959161356,924.5067093990478,0.9115553910074458
62 Malignant,62 Malignant_roi.png,65254,105183,71966,354.49255212973907,247.47282822870787,0.7159959333094804,383.4436073270749,1104.57272657703,0.9067337353750382
111 Malignant,111 Malignant_roi.png,56653,106590,68681,311.3039324619055,255.74436063619947,0.5701706553971787,344.9420241141981,1199.7442994522837,0.8248715074037943
64 Malignant,64 Malignant_roi.png,25493,33456,26355,213.62965586529927,153.05353734422079,0.6976453155869504,214.40615662802222,632.7422074112307,0.9672927338265984
54 Malignant,54 Malignant_roi.png,21247,29736,22954,232.8217444448734,123.55631139881645,0.8475656236567177,241.66091947189145,638.7594513539337,0.9256338764485492
93 Benign,93 Benign_roi.png,37549,46080,37862,262.318334291467,182.515251404976,0.7182571756777517,260.0173071162764,744.9848480983499,0.9917331361259311
19 Benign,19 Benign_roi.png,73148,94956,74126,388.2682170241325,241.36551341484946,0.7832980508128183,391.10740212887816,1082.1635636485403,0.9868062488195775
20 Benign,20 Benign_roi.png,52117,65926,53907,281.663709356751,240.1161827449349,0.5227395530976245,303.5852433831394,911.3401871576773,0.9667946648858219
77 Benign,77 Benign_roi.png,39753,47652,40803,384.3122801243591,132.76534481441155,0.9384326859510587,369.86754385860894,903.1614716074871,0.9742665980442614
43 Malignant,43 Malignant_roi.png,20779,41924,27729,231.65036617509938,138.13410252066208,0.8027585050682209,253.71243564319033,804.8782463805517,0.7493598759421545
11 Malignant,11 Malignant_roi.png,31188,41256,33894,219.91267782195408,187.03385336241672,0.5259888637130767,228.43160902116853,754.8599564173221,0.9201628606833068
108 Malignant,108 Malignant_roi.png,6906,9384,7207,99.09551208282484,89.72861789759651,0.42439725575946596,103.94229168149026,328.5929291125633,0.9582350492576661
103 Benign,103 Benign_roi.png,36486,47696,37643,273.6799595474341,171.52236149317966,0.7792396624046457,280.40149785619906,770.9493141924172,0.9692638737613899
95 Benign,95 Benign_roi.png,29030,34650,29784,326.7607451812914,114.92969308290627,0.9361036371858295,316.62122480970856,769.6173157302028,0.9746843943056674
31 Benign,31 Benign_roi.png,122488,153039,124674,433.83359625674,360.7517530155974,0.5554587875820731,439.7180915086392,1350.9280656363571,0.9824662720374737
58 Benign,58 Benign_roi.png,5618,7440,5759,127.41550129273304,57.070827900789745,0.8940780571373282,127.61269529321916,318.8944443027283,0.975516582740059
27 Malignant,27 Malignant_roi.png,51940,73920,56538,269.50137798451215,254.08061778009065,0.3334143240409767,311.62316987027776,959.9970414071697,0.918674166047614
74 Benign,74 Benign_roi.png,155728,182664,157383,533.4236265039173,375.3765473996167,0.7104854526683443,525.9847906546348,1539.317892581091,0.9894842517933957
69 Benign,69 Benign_roi.png,27857,35595,29659,327.9785747958969,111.38976063957028,0.9405608871231288,315.767319398319,796.1736649163068,0.9392427256482012
42 Benign,42 Benign_roi.png,4534,5670,4650,90.15230028016683,65.23276027601868,0.6902363532554432,90.93404203047393,265.6812408671319,0.9750537634408603
25 Malignant,25 Malignant_roi.png,39258,61256,44104,271.188639647196,196.95512120854093,0.6874136472195422,285.27180021866866,924.3340905032674,0.8901233448213314
49 Benign,49 Benign_roi.png,4505,5632,4669,94.24473491839322,61.647937705266905,0.756385542970234,98.18350166906862,270.12489168102786,0.9648747055043907
105 Benign,105 Benign_roi.png,9531,11748,9816,133.25733751316514,93.49630102650717,0.7125491871629155,135.19245541079576,391.76450198781714,0.9709657701711492
57 Malignant,57 Malignant_roi.png,42953,67599,47410,322.95569627897055,180.94366850157235,0.8283073608546325,333.9371198294673,946.8670990922585,0.9059902974056107
97 Malignant,97 Malignant_roi.png,85946,148080,103869,618.181764566548,205.15934007232732,0.9433232201847545,618.7875241146996,1568.9575028878803,0.8274461100039473
50 Malignant,50 Malignant_roi.png,27288,33936,28760,211.05179974719036,168.54279866141252,0.6018820642492084,214.78593994952277,672.2152954766494,0.948817802503477
109 Malignant,109 Malignant_roi.png,210608,309434,225495,741.2492758979438,386.0016636481959,0.8537124297311754,722.3053370978232,2131.817459305202,0.9339807978003947
82 Malignant,82 Malignant_roi.png,34261,52440,37198,246.09024847877663,190.1744207834857,0.6346700372947592,252.87546342023774,783.0975464705581,0.9210441421581805
46 Benign,46 Benign_roi.png,5722,7772,6132,124.92460048734891,60.51019258552163,0.8748611924961613,121.63058825805291,321.82337649086287,0.9331376386170906
71 Benign,71 Benign_roi.png,9622,12950,10309,188.8875712813462,66.10157148263661,0.936767656172533,186.81809334215998,457.0365799264593,0.9333592006984188
17 Malignant,17 Malignant_roi.png,95169,136001,106355,440.000715921896,295.27922496684624,0.7413776510386182,443.64963653766245,1457.0407640085655,0.8948239386958771
17 Benign,17 Benign_roi.png,52565,73098,58132,424.2167594847712,164.94747513916315,0.9213102434231889,397.1120748604857,1055.3818177180199,0.9042351888804789
22 Malignant,22 Malignant_roi.png,39020,56400,45296,237.5843436109455,219.70206147564622,0.3806166639392424,276.63152387246106,988.1818536117698,0.8614447191805016
13 Benign,13 Benign_roi.png,43245,60738,44369,309.9947392714964,179.7257311762097,0.8147799969391102,321.7530108639234,866.0386719675123,0.9746669972277942
65 Benign,65 Benign_roi.png,12683,15552,13027,196.60309403833423,83.20382527191578,0.9060329743116687,196.9771560359221,488.1076477383247,0.9735933062101788
84 Malignant,84 Malignant_roi.png,27137,47974,33172,281.7973432957999,140.03516934154985,0.8677873456619624,294.96101437308624,818.1919548795365,0.8180694561678524
90 Benign,90 Benign_roi.png,24703,31490,25051,237.46653450139598,132.72694529567002,0.8292154807336803,237.8949347926517,631.7300141024109,0.9861083389884635
49 Malignant,49 Malignant_roi.png,23890,37908,28723,248.29689222536734,137.19170053413788,0.8334924270098384,245.65219315121126,751.7716446627535,0.831737631862967
39 Malignant,39 Malignant_roi.png,74539,106446,79849,349.18980970799583,277.52116540055846,0.6069273149160377,367.4914965002592,1165.5016587651644,0.9334994802690078
66 Malignant,66 Malignant_roi.png,10069,15158,12177,151.61351800034106,95.82255642990441,0.774953254888568,166.43316977093238,499.8477631085023,0.826886753716022
96 Benign,96 Benign_roi.png,71625,109956,75882,481.681380660007,196.05946913579257,0.9134141456847915,465.3815638806505,1210.146319705837,0.9438997390685538
