CaseID,Feature__INTENSITY-BASED_MeanIntensity(IBSI:Q4LE)[],Feature__INTENSITY-BASED_IntensityVariance(IBSI:ECT3)[],Feature__INTENSITY-BASED_IntensitySkewness(IBSI:KE2A)[],Feature__INTENSITY-BASED_IntensityKurtosis(IBSI:IPH6)[],Feature__INTENSITY-BASED_MedianIntensity(IBSI:Y12H)[],Feature__INTENSITY-BASED_MinimumIntensity(IBSI:1GSF)[],Feature__INTENSITY-BASED_10thIntensityPercentile(IBSI:QG58)[],Feature__INTENSITY-BASED_25thIntensityPercentile(IBSI:No)[],Feature__INTENSITY-BASED_50thIntensityPercentile(IBSI:Y12H)[],Feature__INTENSITY-BASED_75thIntensityPercentile(IBSI:No)[],Feature__INTENSITY-BASED_90thIntensityPercentile(IBSI:8DWT)[],Feature__INTENSITY-BASED_StandardDeviation(IBSI:No)[],Feature__INTENSITY-BASED_MaximumIntensity(IBSI:84IY)[],Feature__INTENSITY-BASED_IntensityInterquartileRange(IBSI:SALO)[],Feature__INTENSITY-BASED_IntensityRange(IBSI:2OJQ)[],Feature__INTENSITY-BASED_IntensityBasedMeanAbsoluteDeviation(IBSI:4FUA)[],Feature__INTENSITY-BASED_IntensityBasedRobustMeanAbsoluteDeviation(IBSI:1128)[],Feature__INTENSITY-BASED_IntensityBasedMedianAbsoluteDeviation(IBSI:N72L)[],Feature__INTENSITY-BASED_IntensityBasedCoefficientOfVariation(IBSI:7TET)[],Feature__INTENSITY-BASED_IntensityBasedQuartileCoefficientOfDispersion(IBSI:9S40)[],Feature__INTENSITY-BASED_AreaUnderCurveCIVH(IBSI:No)[],Feature__INTENSITY-BASED_IntensityBasedEnergy(IBSI:N8CA)[],Feature__INTENSITY-BASED_RootMeanSquareIntensity(IBSI:5ZWQ)[]
122,102.2169579,1560.163073,-0.149050332,-0.306386227,102,0,53,73,102,133,152,39.49889964,222,60,222,32.33426028,23.81766352,32.33416172,0.386422179,0.291262136,358.0028171,899000000.0,109.5831628
123,112.4710932,957.8607706,0.93151635,1.050485476,104,38,79,93,104,131,154,30.94932585,242,38,204,24.39034898,16.56551094,23.51999565,0.275175825,0.169642857,360.6790304,125000000.0,116.6516506
124,127.9102633,1298.739813,0.050720167,-0.371238814,125,0,83,102,125,157,176,36.03803287,251,55,251,29.72518258,22.16883589,29.62743506,0.281744654,0.212355212,505.391672,587000000.0,132.8900872
125,94.48762689,1757.238893,0.260026856,-0.499835445,92,0,46,61,92,127,152,41.91943336,242,66,242,34.98173716,26.48610477,34.93034342,0.443649976,0.35106383,359.4465537,693000000.0,103.3690018
126,113.6896009,1030.870105,0.455401508,0.019584861,112,28,75,88,112,137,155,32.10716594,242,49,214,26.64849788,20.24444692,26.60813747,0.282410754,0.217777778,381.2953749,629000000.0,118.1363426
127,92.13366151,1747.622907,0.240561052,-0.313252629,90,0,42,59,90,125,146,41.80457997,253,66,253,34.60344742,26.01959456,34.59301453,0.453738398,0.358695652,368.1376228,655000000.0,101.1742778
128,121.447113,1083.12256,-0.06165447,-0.659921508,125,22,75,96,125,146,163,32.9108274,213,50,191,27.1196067,20.54541609,27.01564194,0.270988965,0.20661157,365.3966389,643000000.0,125.8273572
129,94.99871553,1615.20361,0.454386464,0.001764799,90,0,50,64,90,124,148,40.18959579,249,60,249,32.99555543,24.31427654,32.79384929,0.423054097,0.319148936,373.4232008,721000000.0,103.1501796
130,112.1289568,987.4334025,0.323727253,-0.749288473,109,42,73,85,109,137,156,31.42345307,223,52,181,26.54738232,20.98712429,26.44146591,0.280243873,0.234234234,319.9031221,649000000.0,116.4488572
131,101.9689189,1216.441213,0.455621432,0.350889674,99,0,61,75,99,126,148,34.87751729,246,51,246,27.90773009,20.07769978,27.85069615,0.342040669,0.253731343,395.767343,567000000.0,107.7687415
132,122.8927125,918.8345335,0.301599157,-0.561435136,120,38,86,98,120,147,165,30.31228354,242,49,204,25.47469033,19.50673332,25.33430473,0.246656477,0.2,394.2036404,775000000.0,126.5758797
133,111.6572506,2068.507332,-0.063462289,-0.934129572,113,0,53,73,113,148,170,45.48084577,242,75,242,38.89167982,30.29641609,38.867569,0.407325503,0.339366516,425.2776939,3170000000.0,120.5647086
134,101.5830791,2465.527919,-0.159519931,-0.644828612,108,0,34,61,108,139,162,49.6540826,254,78,254,41.29238128,31.14040087,41.01809052,0.488802693,0.39,407.010802,3020000000.0,113.069226
135,117.6196635,1991.617495,-0.04126071,-0.776764425,120,13,56,83,120,152,175,44.62754189,254,69,241,37.39147154,28.56424343,37.33507549,0.379422458,0.293617021,446.5842326,3600000000.0,125.8014417
136,116.1985145,1336.163068,0.554231616,0.284586094,114,13,71,86,114,140,162,36.55356436,254,54,241,29.68286482,21.98493369,29.62232309,0.314578586,0.238938053,440.5728421,360000000.0,121.8123879
137,116.787234,2238.177071,0.830841317,-0.16808166,106,50,66,75,106,149,189,47.30937614,253,74,203,39.23062472,30.09138847,38.48282675,0.405090304,0.330357143,372.6268617,209000000.0,126.0056947
138,113.9486069,1285.325697,1.493729623,2.657895918,106,66,77,88,106,130,157,35.85143926,253,42,187,26.59520874,17.13867193,25.77145077,0.314628149,0.19266055,334.135493,129000000.0,119.4554759
139,140.3452301,1703.795626,0.533955775,-0.428628075,133,13,93,105,133,170,197,41.27705932,254,65,241,34.70589793,26.55932496,34.35658608,0.294110881,0.236363636,531.0373088,541000000.0,146.2893682
140,160.3891109,732.5099314,-0.367991317,1.523604742,161,13,121,146,161,177,193,27.06492068,240,31,227,20.45620913,13.45497765,20.45254745,0.168745375,0.095975232,572.142355,318000000.0,162.6566224
141,130.5867084,913.3928253,0.054432511,0.470927154,127,0,93,109,127,153,173,30.22238947,221,44,221,24.9431846,19.02249484,24.81977172,0.231435418,0.167938931,454.1501432,293000000.0,134.0383573
142,153.2359972,1103.240981,-0.545343863,1.860781065,154,0,114,134,154,174,197,33.2150716,233,40,233,25.23265409,17.44485983,25.21633663,0.21675763,0.12987013,561.2744353,348000000.0,156.7944891
143,146.9958137,1698.098323,-0.844070285,0.971645821,157,0,92,114,157,176,192,41.20798858,246,62,246,33.40601527,24.60022622,32.10950353,0.280334436,0.213793103,568.3708183,317000000.0,152.6625939
144,130.4942566,1394.160863,0.422297642,-0.627027558,126,59,85,101,126,159,185,37.33846359,251,58,192,31.47807693,24.55272284,31.26423332,0.286131088,0.223076923,394.4692432,1030000000.0,135.7310276
145,116.6936865,1667.443758,0.379855245,-0.292207371,113,34,64,86,113,145,172,40.83434532,254,59,220,33.40132528,24.57126407,33.27761363,0.349927632,0.255411255,404.3149516,1410000000.0,123.6319547
146,120.1835857,1673.095672,0.317192459,-0.340459954,117,34,66,92,117,148,175,40.90349217,254,56,220,33.47463577,24.67671671,33.38733112,0.340341752,0.233333333,416.205537,1440000000.0,126.9534952
147,106.5566235,2082.040431,0.09335088,-0.807404666,105,13,46,71,105,143,168,45.62938122,244,72,231,38.22350104,29.14487997,38.19697304,0.428217221,0.336448598,388.2013333,1090000000.0,115.9152899
148,109.2014896,2200.985246,0.083804652,-0.832721811,106,0,50,71,106,148,172,46.91465918,243,77,243,39.25043575,29.7603836,39.18156266,0.429615561,0.351598174,418.4010162,1290000000.0,118.8526423
149,102.9711731,2085.582592,0.101606398,-0.463015561,101,0,46,69,101,136,164,45.66817921,253,67,253,37.68184159,27.83836929,37.65696154,0.443504506,0.326829268,410.9627698,1320000000.0,112.6438861
150,147.9068139,1437.888396,0.149069708,-0.786571979,147,73,96,117,147,178,197,37.91949889,253,61,180,31.9556775,24.94440464,31.95524691,0.256374253,0.206779661,418.6308093,196000000.0,152.690255
151,90.1519401,2145.704348,0.192931852,-0.722902588,92,0,28,53,92,125,154,46.32174811,242,72,242,38.97121766,31.14170238,38.96392103,0.513818649,0.404494382,343.1670992,75500000.0,101.356187
152,160.4137158,1424.614287,-0.158243399,-0.183963144,163,13,110,133,163,187,205,37.74406293,253,54,240,30.64138968,22.27309199,30.55132228,0.235291993,0.16875,603.59368,182000000.0,164.79434
153,127.7145156,1033.122726,0.57192446,0.168546184,124,0,90,104,124,148,173,32.14222652,254,44,254,25.70787745,18.22141099,25.54862966,0.251672462,0.174603175,510.6861953,3170000000.0,131.6970775
154,124.4724868,2801.17658,0.328642684,-1.04736925,115,28,61,79,115,169,202,52.92614269,252,90,224,45.73099783,36.52264118,45.23897707,0.425203545,0.362903226,438.9975309,104000000.0,135.2574454
155,113.3601824,1303.165609,0.769643976,0.373823044,108,0,73,86,108,133,166,36.09938516,250,47,250,28.54635189,19.78117988,28.14278773,0.318448545,0.214611872,446.6964113,1810000000.0,118.9693094
156,116.3341373,1268.510538,0.690499306,0.283567413,110,0,75,92,110,136,167,35.61615558,254,44,254,28.10026118,19.3778365,27.70038027,0.306153949,0.192982456,465.6313731,2720000000.0,121.664054
157,90.27427198,2363.850602,0.001258164,-0.457485007,93,0,22,56,93,126,152,48.61944675,254,70,254,39.90896007,29.14693575,39.84966688,0.538574786,0.384615385,362.0000785,1570000000.0,102.534359
158,111.7172961,1422.083117,0.64478627,0.094971737,106,28,66,83,106,135,165,37.71051733,254,52,226,30.38611161,22.02383234,30.0718311,0.33755308,0.23853211,397.4798088,2080000000.0,117.9102937
159,108.6751957,1259.914731,0.67726287,0.353853537,104,0,66,81,104,130,157,35.49527758,254,49,254,28.39791211,20.43037919,28.13204852,0.326618023,0.232227488,435.2509302,2350000000.0,114.3250317
160,103.3614064,1053.160914,0.601086316,0.300697696,99,22,64,79,99,126,147,32.4524408,244,47,222,26.21924749,19.06314538,26.0211794,0.313970581,0.229268293,361.9859823,1700000000.0,108.3362416
161,112.3242508,770.3249502,0.210153943,-0.386379154,112,46,75,90,112,132,147,27.75472843,214,42,168,22.90313796,17.31812388,22.9026816,0.247094712,0.189189189,297.4655675,713000000.0,115.702473
162,105.2243307,721.1800107,0.17699911,-0.054165521,106,42,71,85,106,124,138,26.85479493,213,39,171,21.73868355,15.75858849,21.72974963,0.25521469,0.186602871,283.8073374,625000000.0,108.5971444
163,142.8136389,769.132685,0.311104348,-0.38564359,140,56,108,121,140,163,181,27.73324152,242,42,186,22.98989494,17.35541155,22.87794547,0.194191827,0.147887324,417.0889993,3040000000.0,145.4815045
164,131.2231818,789.9532349,-0.183993271,0.127845651,132,28,95,114,132,149,167,28.10610672,224,35,196,21.83867353,14.77796593,21.83736568,0.21418553,0.133079848,404.9191719,1730000000.0,134.1993915
165,130.0374868,811.2798777,-0.104037682,0.078691894,130,34,95,113,130,148,167,28.48297522,228,35,194,22.19994285,15.01273208,22.19992627,0.219036648,0.134099617,396.8856748,1680000000.0,133.120351
166,109.2027476,1353.528618,0.123226493,-0.190761358,113,28,59,79,113,134,152,36.79033322,238,55,210,29.82207709,22.28171667,29.66724896,0.336899337,0.258215962,361.5351138,616000000.0,115.2335398
167,114.2365475,1259.086479,-0.058017091,-0.220129036,117,22,64,90,117,139,156,35.4836086,245,49,223,28.76090072,21.34399933,28.68510894,0.310615205,0.213973799,401.4860712,594000000.0,119.620547
168,111.4614837,1429.850802,0.563491793,0.432533549,112,34,61,85,112,132,159,37.81336803,242,47,208,29.36078294,20.59332574,29.35438534,0.339250535,0.216589862,362.8771571,701000000.0,117.700948
169,110.8464033,1507.868156,0.507481127,0.423233699,106,0,69,85,106,133,163,38.83127806,250,48,250,30.22797474,20.22706651,29.95199339,0.350316085,0.220183486,436.8400143,451000000.0,117.4512379
170,105.1208163,1889.265507,0.753271693,0.378600096,102,0,56,73,102,128,166,43.46568194,253,55,253,34.00363409,23.25476076,33.90762776,0.413483109,0.273631841,419.1994462,546000000.0,113.7525891
171,106.7533645,1946.279211,0.711056056,0.271984437,104,0,56,73,104,129,173,44.11665458,254,56,254,34.34735037,23.52222095,34.24249109,0.413257744,0.277227723,427.601066,599000000.0,115.5099998
172,155.8781137,1777.37848,0.040284295,-1.174285812,159,66,102,117,159,194,209,42.15896678,249,77,183,37.24772969,30.63632635,37.18064722,0.270461104,0.247588424,448.0406859,245000000.0,161.4786822
173,108.0765083,1359.893296,0.150787206,-0.186774304,112,28,59,77,112,133,150,36.87673109,238,56,210,30.06335369,22.4371854,29.92349167,0.341209497,0.266666667,357.835929,573000000.0,114.19468
174,139.2838384,411.2571462,0.733047617,1.832480474,136,98,115,125,136,155,164,20.27947598,242,30,144,16.4549699,12.19892852,16.28181818,0.145598199,0.107142857,313.4295455,58800000.0,140.7524237
175,133.6319851,733.6170829,0.360681387,-0.2252097,133,81,98,110,133,154,170,27.08536658,253,44,172,22.40558768,17.59510509,22.39018843,0.202686255,0.166666667,361.768016,458000000.0,136.349274
176,117.7917824,1366.415516,0.546900212,-0.346479842,110,46,73,88,110,145,170,36.96505804,254,57,208,31.1407755,24.12855069,30.81822009,0.313816951,0.244635193,386.0384041,362000000.0,123.4557391
177,94.96808008,1409.982666,0.863719498,0.230272723,88,38,53,64,88,117,148,37.5497359,229,53,191,30.37003588,22.47633967,30.05461854,0.39539323,0.29281768,286.1883436,132000000.0,102.1220784
178,120.481426,1405.626235,0.504027069,-0.608632174,114,42,75,90,114,147,176,37.49168221,222,57,180,31.07811935,23.24145066,30.74822577,0.311182258,0.240506329,341.5969623,287000000.0,126.1800311
179,126.1573913,4888.143924,-0.050766206,-1.168127481,133,0,34,61,133,184,219,69.91526245,254,123,254,60.70794783,49.7929933,60.48521739,0.554190775,0.502040816,504.4358899,95700000.0,144.2353331
180,128.1541392,1927.787567,0.31090001,-1.023231642,121,42,75,90,121,163,193,43.90657772,242,73,200,38.01673182,30.26418003,37.76663281,0.342607566,0.288537549,402.0640236,361000000.0,135.4668629
181,124.5817147,2205.168239,0.330579525,-0.946893649,115,34,66,86,115,163,194,46.95921889,240,77,206,40.25262881,31.56775083,39.79307644,0.376935082,0.309236948,404.1351376,339000000.0,133.1381684
182,55.6574382,3211.610112,0.742556337,-0.529509553,42,0,0,0,42,95,146,56.67106945,224,95,224,48.01255395,38.44878903,47.12224719,1.018211964,1.0,198.2656404,140000000.0,79.4314833
183,138.8894908,1189.456775,0.45899738,-0.830004124,133,66,99,108,133,166,190,34.48850207,246,58,180,29.69435217,23.71514623,29.35292524,0.248316139,0.211678832,393.2039926,302000000.0,143.1074681
184,123.9785176,1060.989867,0.316591896,-0.335497685,126,66,81,96,126,148,164,32.57283941,242,52,176,27.86262457,22.04471917,27.83901061,0.262729705,0.213114754,341.1744052,192000000.0,128.1860472
185,82.97955092,2104.124103,0.512449746,-0.250610613,77,0,28,46,77,115,146,45.87073253,253,69,253,38.01564596,28.8943147,37.79858327,0.552795623,0.428571429,331.8921947,202000000.0,94.81418657
186,66.44091512,1698.830884,0.339475356,-0.630223358,64,0,13,34,64,96,124,41.21687621,200,62,200,34.67990594,28.00792988,34.59804592,0.620353831,0.476923077,210.7276044,152000000.0,78.18712226
187,78.7435866,1439.418934,0.478372751,0.01183212,73,0,34,50,73,105,128,37.93967493,241,55,241,31.31753685,23.49126845,31.09513889,0.481812889,0.35483871,300.2099922,187000000.0,87.40692973
188,82.71848943,1957.75114,0.761641563,0.699792081,75,0,34,53,75,108,143,44.24648166,254,55,254,34.85542044,24.07370962,34.17888955,0.534904372,0.341614907,331.8545437,309000000.0,93.80884624
189,88.29497848,1583.876068,0.580402416,0.240256713,83,0,42,59,83,114,140,39.79794049,232,55,232,32.15131304,23.33050119,31.95609756,0.450738436,0.317919075,323.6404392,294000000.0,96.84977693
190,83.92939753,2275.663251,0.711255127,0.098781614,73,0,28,50,73,113,154,47.70391232,245,63,245,38.42807771,27.32665427,37.41675632,0.568381446,0.386503067,325.0190354,347000000.0,96.5391476
191,84.66242826,2211.58652,0.351165037,-0.256079098,77,0,28,53,77,118,150,47.02750812,250,65,250,38.638456,28.06613237,38.28042747,0.555470816,0.380116959,334.5218419,379000000.0,96.84685477
192,90.00492032,1665.910348,0.170925065,-0.798580477,86,0,38,59,86,124,145,40.81556502,213,65,213,34.93857828,27.36411673,34.84528935,0.453481486,0.355191257,302.8359283,349000000.0,98.8271017
193,87.5771762,1785.673579,0.77485618,0.515243087,79,0,38,59,79,112,147,42.25723108,254,53,254,33.55953824,23.6016304,32.87991571,0.4825142,0.30994152,351.3438067,292000000.0,97.23906299
194,90.44058605,1570.385792,0.727278513,0.351289325,83,0,46,61,83,118,145,39.62809346,242,57,242,32.43467973,24.1298237,32.02130273,0.438167146,0.318435754,342.2358665,325000000.0,98.74150797
195,84.82400233,2011.137991,0.493866031,0.349464195,81,0,34,53,81,114,142,44.84571318,254,61,254,36.01489132,25.53651773,35.88057061,0.528691313,0.365269461,340.364707,411000000.0,95.94920199
196,124.3990623,1185.62267,0.429695018,-0.11175943,121,42,81,99,121,145,175,34.43287194,242,46,200,27.46910556,19.35296685,27.35037509,0.276793662,0.18852459,389.5079239,888000000.0,129.0765252
197,92.01342791,1863.817847,0.569653235,0.364916688,85,0,46,64,85,117,154,43.17195672,253,53,253,33.94249233,23.3613661,33.39465388,0.469191918,0.29281768,367.6493313,1400000000.0,101.6380281
198,90.43606381,1619.699883,0.800207716,0.789624564,83,0,50,61,83,112,144,40.24549519,251,51,251,31.23182462,20.84040558,30.72029907,0.445015998,0.294797688,358.5791114,892000000.0,98.98677447
199,106.2214675,1331.274282,0.496961404,-0.162066625,104,42,59,75,104,130,155,36.48663156,245,55,203,29.85268571,22.67413529,29.80421941,0.343495834,0.268292683,340.0770322,613000000.0,112.313287
200,86.29825086,2525.149835,1.394362489,1.176896545,66,13,42,53,66,106,165,50.25086899,254,53,241,39.43349839,25.74493193,35.5440893,0.582293019,0.333333333,327.5942766,968000000.0,99.86259528
201,97.36883417,961.9699252,0.299471323,-0.98863142,93,34,59,71,93,125,142,31.01564001,185,54,151,26.48255651,21.19398961,26.21923817,0.318537654,0.275510204,231.6499555,136000000.0,102.1893331
202,113.8545343,1153.328962,0.27540313,-1.007028078,110,56,71,85,110,142,161,33.96069732,200,57,144,29.28647224,23.75496813,29.17316176,0.298281465,0.251101322,258.1455882,115000000.0,118.811548
203,79.760958,5343.81566,0.512235102,-0.988716248,64,0,0,0,64,136,194,73.10140669,254,136,254,62.95090158,52.7178781,61.88046263,0.916506127,1.0,320.1638518,1430000000.0,108.1925417
204,115.5716262,2511.022588,0.46710457,-0.656463424,105,0,56,79,105,156,190,50.11010465,250,77,250,41.73600951,31.20000089,40.80975728,0.433584836,0.327659574,455.238926,1310000000.0,125.9675489
205,139.2881846,1226.814303,0.494166766,-0.944935504,132,79,101,108,132,167,192,35.02590903,244,59,165,30.48689463,24.49924093,30.01452308,0.251463605,0.214545455,361.5833005,670000000.0,143.6245546
206,85.4592436,1614.541973,0.217877682,-0.737540412,83,0,38,56,83,117,140,40.1813635,189,61,189,33.67205314,25.66270142,33.62908151,0.470181595,0.352601156,255.1272463,75900000.0,94.43423261
207,70.11121354,3612.99781,0.755735258,-0.529914057,53,0,0,22,53,108,170,60.10821749,242,86,242,49.82999562,38.87948855,47.91841733,0.857326731,0.661538462,268.5127991,916000000.0,92.35031172
208,105.727262,1746.875886,0.521394595,-0.639101955,99,34,56,71,99,137,168,41.79564434,244,66,210,34.82785555,26.737701,34.46291047,0.395315679,0.317307692,350.1038714,109000000.0,113.6887409
209,73.55484831,2784.629114,0.581426119,-0.744314105,59,0,13,34,59,115,155,52.76958512,242,81,242,45.05970998,35.81944642,43.70903241,0.717418176,0.543624161,281.8469478,237000000.0,90.52593453
210,97.5751201,1480.821704,1.36326079,0.721451231,81,50,66,71,81,109,171,38.48144623,226,38,176,30.04789668,19.62234373,26.96390429,0.394377647,0.211111111,271.0066057,1190000000.0,104.8891118
211,103.1285329,1811.236045,-0.043292486,-1.062581967,105,13,42,66,105,139,157,42.55861892,197,73,184,36.2632882,29.45197546,36.21746175,0.412675501,0.356097561,299.0621062,69100000.0,111.5649153
212,99.71057316,4072.19223,0.741666081,-0.685949254,75,13,34,50,75,149,201,63.81373073,254,99,241,54.41387543,42.10574597,51.92702891,0.639989609,0.497487437,378.6808189,724000000.0,118.3823916
213,85.02227081,3849.860284,0.330020596,-1.168386556,71,0,13,28,71,139,175,62.04724235,241,111,241,54.58779054,45.05213319,53.87323056,0.729776349,0.664670659,323.8938448,299000000.0,105.255151
214,100.7920483,923.5720498,1.230326577,1.125560412,92,50,71,79,92,115,148,30.39032823,242,36,192,23.71507867,15.93955056,22.47129169,0.301515137,0.18556701,304.976991,891000000.0,105.2739714
215,100.1002875,2849.063844,0.856645835,-0.54803786,79,22,46,59,79,133,192,53.37662263,248,74,226,44.72205659,34.40533162,42.04564199,0.533231462,0.385416667,357.0031671,1570000000.0,113.4421941
216,104.7088331,1469.13278,0.615770588,-0.083621079,102,28,59,75,102,126,162,38.32926793,242,51,214,30.32945952,21.72051281,30.20849212,0.366055726,0.253731343,352.7468467,620000000.0,111.5036883
217,115.5958832,1293.229664,0.780498332,0.262329907,109,28,75,92,109,135,170,35.96150253,254,43,226,28.30526017,19.68340808,27.59863946,0.311096741,0.189427313,411.6500016,500000000.0,121.060472
218,106.3329526,1688.100654,0.542528366,-0.471420234,99,22,56,75,99,133,168,41.08650209,238,58,216,33.77314489,25.3147817,33.42310516,0.38639482,0.278846154,362.1829057,637000000.0,113.9947256
219,109.3393034,1869.580443,0.510664751,-0.314282957,105,0,56,75,105,136,172,43.23864525,251,61,251,35.21496936,26.12765133,35.06764657,0.395453821,0.289099526,432.696264,672000000.0,117.5783301
220,98.30776887,1239.324578,-0.095918215,-1.184443958,101,22,50,66,101,128,144,35.20404207,179,62,157,30.80401415,25.25595393,30.74291767,0.358100306,0.319587629,243.5918315,427000000.0,104.4209845
221,94.09208838,5223.072996,-0.006658716,-1.393584711,104,0,0,13,104,155,187,72.27083088,254,142,254,64.8739997,59.80921498,64.57393428,0.76808616,0.845238095,377.2291316,1020000000.0,118.6439804
222,95.58393574,5496.858669,0.082159087,-1.344113089,99,0,0,13,99,159,194,74.140803,254,146,254,66.12787638,60.2877825,66.06571929,0.775661751,0.848837209,382.7964203,711000000.0,120.9675471
223,92.57689525,5405.219952,0.108734917,-1.354711574,96,0,0,13,96,155,191,73.52020098,254,142,254,65.75537781,59.53944332,65.71485123,0.794152804,0.845238095,369.9186513,657000000.0,118.2188711
224,96.46026105,5148.894927,0.026649652,-1.306961458,105,0,0,22,105,155,191,71.75580065,254,133,254,63.7393422,58.18637649,63.52585526,0.743889762,0.751412429,385.8699138,695000000.0,120.2226139
225,96.49411453,5054.972106,0.005169417,-1.302135932,105,0,0,22,105,155,191,71.09832703,254,133,254,62.99806932,57.64523073,62.78280792,0.736815166,0.751412429,385.9404892,705000000.0,119.8586094
226,98.44688882,2483.641827,0.136779382,-0.387218152,96,0,38,61,96,133,166,49.8361498,242,72,242,40.58310528,29.58082993,40.5445302,0.506223715,0.371134021,373.6554345,790000000.0,110.3423389
227,92.07269479,2138.495011,0.322057046,-0.34892752,88,0,38,59,88,125,155,46.24386457,243,66,243,37.92051133,27.57962397,37.80480494,0.502253841,0.358695652,353.3573384,701000000.0,103.0333739
228,92.73637058,1950.143659,0.375829095,0.04921932,92,0,42,59,92,120,151,44.16043092,250,61,250,35.5975022,25.68417485,35.58841429,0.47619322,0.340782123,366.1160676,745000000.0,102.7140598
229,102.0263015,2212.918254,0.181246772,-0.463552285,101,0,46,64,101,136,163,47.04166509,246,72,246,39.07512748,29.43339204,39.07310282,0.461073904,0.36,395.7737447,975000000.0,112.3489406
230,91.27490703,5270.735054,0.064490123,-1.317669718,99,0,0,0,99,150,191,72.5998282,253,150,253,63.95323538,58.45179727,63.7311607,0.795397449,1.0,364.3811732,139000000.0,116.6269425
231,126.1270858,1128.154763,-0.258649576,0.49381471,128,0,83,106,128,148,168,33.58801516,246,42,246,25.85891486,17.32600569,25.81614146,0.266302951,0.165354331,488.6352383,3410000000.0,130.5227817
232,131.8017673,1151.514189,-0.303005901,0.106365138,135,0,85,110,135,155,172,33.93396807,254,45,254,26.77874973,18.5157706,26.65513895,0.257462163,0.169811321,527.0423536,3840000000.0,136.1000369
233,121.1817181,1356.095549,-0.330740396,-0.013581526,125,0,69,99,125,147,165,36.82520264,251,48,251,29.14613181,20.26831746,29.0199253,0.303884144,0.195121951,479.132207,3220000000.0,126.6534814
234,114.9817137,1384.709824,-0.310963582,0.316673045,117,0,66,93,117,140,160,37.21168935,242,47,242,29.28499446,20.3047183,29.24001306,0.323631368,0.201716738,438.0845128,2510000000.0,120.8532346
235,130.6094106,930.9895618,0.591460187,0.190980868,126,13,96,109,126,150,173,30.51212155,254,41,241,24.40988728,17.34712365,24.16070624,0.2336135,0.158301158,495.4043166,2670000000.0,134.1260888
236,125.1408375,1249.907449,0.362454424,0.207894113,128,46,79,98,128,148,167,35.35403017,242,50,196,28.68804326,20.99665134,28.62986161,0.282513933,0.203252033,379.2923788,283000000.0,130.0389813
237,138.7922947,1311.105734,0.075042316,-0.39508999,137,50,93,112,137,166,186,36.20919405,253,54,203,29.87332566,22.19787755,29.82649044,0.260887639,0.194244604,443.0864973,366000000.0,143.4378151
238,127.2983858,1232.699073,0.007080705,-0.495203969,130,42,81,101,130,153,170,35.10981448,242,52,200,29.1419358,21.68995609,29.07608181,0.275807224,0.204724409,400.8925285,332000000.0,132.0514222
239,139.3409123,1192.668293,0.273194015,-0.903865691,134,71,96,112,134,169,187,34.53502995,252,57,181,29.69957179,23.60408104,29.43850292,0.247845585,0.202846975,396.8012193,441000000.0,143.5568115
240,124.4480354,1456.741932,0.222186904,-0.289910416,122,22,75,98,122,151,174,38.16728876,248,53,226,31.19292815,22.67893403,31.15107914,0.306692578,0.212851406,442.9397153,306000000.0,130.1693338
241,142.2671041,1279.584861,0.051024392,-1.100896906,142,71,95,110,142,173,190,35.77128543,244,63,173,30.98151097,25.08372255,30.97809368,0.251437503,0.222614841,387.2447512,590000000.0,146.6953093
242,136.0176042,1031.661606,0.027151518,-0.812933543,136,50,93,110,136,161,179,32.11948951,243,51,193,27.302205,21.18199977,27.30212088,0.23614215,0.188191882,413.1628712,466000000.0,139.7585427
243,142.1196642,821.3121713,0.285314348,-0.694012807,138,73,108,119,138,164,183,28.65854447,235,45,162,23.89551198,17.98049512,23.71524048,0.201650803,0.159010601,362.2003558,528000000.0,144.9803819
244,147.1724138,700.6273146,0.04860861,-0.422911751,148,71,113,129,148,166,183,26.46936559,238,37,167,21.70668712,15.86818457,21.70642937,0.179852765,0.125423729,386.5541477,503000000.0,149.5337644
245,111.7750388,2716.570782,-0.231312646,-0.50017347,113,0,38,77,113,154,175,52.12073275,254,77,254,42.92183333,31.79767091,42.90982143,0.466300288,0.333333333,447.2616399,392000000.0,123.3297616
246,136.4664904,1881.374363,-0.186950948,-0.145397456,132,0,86,106,132,171,195,43.37481254,247,65,247,35.53911125,26.36250536,35.37428083,0.317842222,0.23465704,530.4355166,396000000.0,143.1938455
247,129.2684064,1889.681702,0.264239091,-0.449913035,119,0,79,101,119,166,191,43.47046931,254,65,254,35.8366778,26.67023773,34.99497803,0.336280693,0.243445693,516.63971,415000000.0,136.3818265
248,130.6412892,1838.925416,0.401892367,-0.444842647,121,34,83,101,121,164,192,42.88269366,253,63,219,35.31541826,26.00752473,34.51625452,0.328247631,0.237735849,450.3795369,408000000.0,137.4993523
249,119.8668409,2137.495163,0.177058315,-0.593372051,117,13,61,85,117,154,185,46.23305271,247,69,234,37.9062004,27.90641514,37.85282912,0.385703439,0.288702929,441.8622851,1050000000.0,128.4739456
250,121.2818782,2031.844298,0.426643141,-0.558020732,113,0,69,88,113,154,189,45.07598361,248,66,248,37.25776298,27.46997251,36.62526941,0.371662974,0.272727273,473.7911418,948000000.0,129.3875508
251,120.7340623,2031.5805,0.390051784,-0.60307234,113,0,66,86,113,154,189,45.07305736,250,68,250,37.3879256,28.23431957,36.88750124,0.373325112,0.283333333,475.458807,1000000000.0,128.8731713
