CaseID,Feature__GLCM_JointMaximum(IBSI:GYBY),Feature__GLCM_JointAverage(IBSI:60VM),Feature__GLCM_JointVariance(IBSI:UR99),Feature__GLCM_JointEntropyLog2(IBSI:TU9B),Feature__GLCM_JointEntropyLog10(IBSI:No),Feature__GLCM_DifferenceAverage(IBSI:TF7R),Feature__GLCM_DifferenceVariance(IBSI:D3YU),Feature__GLCM_DifferenceEntropy(IBSI:NTRS),Feature__GLCM_SumAverage(IBSI:ZGXS),Feature__GLCM_SumVariance(IBSI:OEEB),Feature__GLCM_SumEntropy(IBSI:P6QZ),Feature__GLCM_AngularSecondMoment(IBSI:8ZQL),Feature__GLCM_Contrast(IBSI:ACUI),Feature__GLCM_Dissimilarity(IBSI:8S9J),Feature__GLCM_InverseDifference(IBSI:IB1Z),Feature__GLCM_NormalisedInverseDifference(IBSI:NDRX),Feature__GLCM_InverseDifferenceMoment(IBSI:WF0Z),Feature__GLCM_NormalisedInverseDifferenceMoment(IBSI:1QCO),Feature__GLCM_InverseVariance(IBSI:E8JP),Feature__GLCM_Correlation(IBSI:NI2N),Feature__GLCM_Autocorrelation(IBSI:QWB0),Feature__GLCM_ClusterTendency(IBSI:DG8W),Feature__GLCM_ClusterShade(IBSI:7NFM),Feature__GLCM_ClusterProminence(IBSI:AE86)
88,0.02542512,24.39378608,117.2231481,7.560238282,2.275858497,1.004031769,4.272966612,7.516528184,48.78757216,463.6115461,7.549406276,0.008874152,5.281046405,1.004031769,0.679641076,0.985300668,0.648678402,0.998900003,0.357155552,0.977474388,709.6394243,463.6115461,-1288.631927,551772.6782
89,0.030451621,26.88086727,121.48589,7.607670586,2.290137044,0.890719645,1.464310012,7.603316133,53.76173454,483.6858686,7.603229614,0.008486622,2.257691497,0.890719645,0.692369552,0.98660209,0.664522476,0.999451914,0.360514278,0.990708009,842.9380694,483.6858686,-302.7152024,515119.0652
90,0.035996229,25.21599735,139.4458063,7.696126257,2.316764854,1.020662874,2.01939694,7.6926599,50.43199469,554.7220756,7.693309424,0.009170685,3.061149642,1.020662874,0.674993752,0.984747293,0.642416878,0.999259533,0.342993561,0.989023873,773.7617537,554.7220756,-2352.877658,762051.844
91,0.018581022,23.90151014,133.4875857,8.516213133,2.563635602,1.666620272,3.370433516,8.506750389,47.80302029,527.802286,8.506846248,0.004662241,6.148056648,1.666620272,0.545970688,0.975346561,0.492137885,0.998512663,0.371432751,0.976971429,701.6957445,527.802286,6507.048849,717530.5597
92,0.019713775,25.82669052,157.9658851,8.621526057,2.595337952,1.757567084,3.6479168,8.618776404,51.65338104,625.1265816,8.61926909,0.004535048,6.736958855,1.757567084,0.530947307,0.97405346,0.474986012,0.998371499,0.375139592,0.978675906,821.6153488,625.1265816,9668.752162,1068078.717
93,0.039381896,24.24972902,205.4913026,8.565507571,2.578474707,2.141991607,10.32582654,8.525170708,48.49945805,807.0512559,8.527623901,0.00776678,14.91395459,2.141991607,0.542844954,0.969511094,0.485038019,0.996674776,0.289680746,0.96371147,786.0836831,807.0512559,5524.378634,1283205.781
94,0.087069127,21.63854698,201.6228294,7.698057654,2.317346262,1.098977385,2.236885986,7.6889268,43.27709396,803.0466803,7.683907256,0.014893187,3.444637279,1.098977385,0.666360732,0.98361261,0.629823823,0.999165364,0.319198346,0.99145772,668.1272261,803.0466803,12822.37946,1781336.17
95,0.079284051,16.64800753,137.086212,7.045386682,2.120872722,0.837284242,1.414483286,7.037266318,33.29601506,546.2293199,7.035583536,0.019055377,2.115528188,0.837284242,0.710455244,0.987404066,0.682915994,0.999486476,0.330565813,0.99228395,413.1846026,546.2293199,16374.61986,1272379.429
96,0.042311413,20.90748998,154.1291057,7.712605904,2.321725722,0.926049673,1.444825504,7.705435866,41.81497996,614.2140294,7.704694032,0.008916114,2.3023935,0.926049673,0.674792977,0.986060151,0.646610414,0.999441202,0.393447793,0.992530958,590.1010462,614.2140294,9992.281681,901795.8132
97,0.029655395,26.27618604,202.3830392,8.509302885,2.56155541,1.806074515,4.239439559,8.490480586,52.55237207,802.0308122,8.484225366,0.005891384,7.501344713,1.806074515,0.54249016,0.973454354,0.483605371,0.998191047,0.319878078,0.981467457,889.0703195,802.0308122,4510.747091,1462173.679
98,0.047653482,24.74184684,181.0253376,8.505626423,2.560448685,1.963554849,11.30361065,8.463744765,49.48369369,708.942192,8.502226203,0.006317867,15.15915829,1.963554849,0.532964889,0.972079828,0.473126626,0.996948723,0.332255744,0.958129733,785.6047437,708.942192,5369.468225,1155835.723
99,0.023853108,26.5355262,115.94221,7.981719354,2.402736943,1.13897885,2.046527342,7.97050698,53.07105241,460.4250397,7.965209874,0.00676688,3.343800163,1.13897885,0.628119053,0.982963927,0.593273331,0.999190179,0.416347832,0.985579884,818.4044608,460.4250397,1584.362475,571656.7915
100,0.300561543,17.43050901,226.052933,6.763483455,2.036011395,1.157126468,3.122414494,6.74849855,34.86101802,899.7503758,6.75380966,0.092961883,4.461356157,1.157126468,0.686036012,0.982915041,0.647291885,0.998926398,0.247089049,0.990132054,527.6448993,899.7503758,14598.30559,1917649.891
101,0.033177617,31.77043229,94.91334006,8.073563995,2.430384934,1.534992696,8.792026455,8.049986949,63.54086458,368.5051312,8.02789385,0.006820023,11.14822903,1.534992696,0.591377061,0.97811211,0.547751869,0.997605194,0.392651087,0.941271538,1098.699594,368.5051312,1406.203895,429674.1494
102,0.023595487,27.46837527,95.38466586,8.149074587,2.453115887,1.541582608,5.11959317,8.106239017,54.93675054,374.0425933,8.113511881,0.006756106,7.496070109,1.541582608,0.579911705,0.977472782,0.534102233,0.998279031,0.384050577,0.960706105,846.1482707,374.0425933,5482.250084,522445.3864
103,0.026086829,31.60547706,102.8520618,8.492626661,2.556535367,1.78298634,4.309889681,8.439634575,63.21095412,403.9193172,8.448833151,0.005492124,7.488929971,1.78298634,0.535701795,0.973805235,0.481495209,0.998196132,0.376357261,0.963593681,1098.013777,403.9193172,4495.237354,569657.7887
104,0.035140662,25.31517402,85.76917573,7.491054589,2.25503213,1.00773624,1.461096814,7.484308189,50.63034803,340.6000738,7.481604456,0.009843402,2.476629144,1.00773624,0.648194585,0.984825809,0.616869683,0.999398332,0.417878988,0.985562242,725.3888966,340.6000738,5877.912992,388154.9187
105,0.043494124,16.89135225,87.95577574,6.974639862,2.099575808,0.742999883,3.543243242,6.959793346,33.78270451,347.7278109,6.970040008,0.013659443,4.095292069,0.742999883,0.725781463,0.989088941,0.707462976,0.99923237,0.387942856,0.976719596,371.2259106,347.7278109,4444.956972,323659.27
106,0.039381712,18.998299,94.90544231,7.149536754,2.152225018,0.779900604,2.81834587,7.135410877,37.99659801,376.1951784,7.145300196,0.011927068,3.426590821,0.779900604,0.711755976,0.988436383,0.690881266,0.999319532,0.39326128,0.981947343,454.1275119,376.1951784,5712.508286,409185.4637
107,0.048698099,23.86943489,144.5326555,7.500698708,2.257935299,0.879023958,2.830291873,7.489464931,47.73886979,574.5276469,7.496457901,0.009982656,3.602974991,0.879023958,0.691734084,0.986959036,0.665611287,0.999237956,0.383453513,0.987535775,712.4810901,574.5276469,4071.898547,593224.8017
108,0.036039097,23.81513956,214.3575395,8.231947505,2.478063122,1.375104537,2.729853768,8.22223584,47.63027911,852.8093916,8.218544604,0.006973938,4.620766255,1.375104537,0.596945713,0.979562,0.553216793,0.998880802,0.379395296,0.989221825,779.2080284,852.8093916,11455.947,1506582.738
109,0.029605532,26.78451744,150.4756927,8.086003888,2.434129715,1.300078124,6.155577587,8.061952893,53.56903488,594.0569901,8.061598079,0.006971792,7.845780716,1.300078124,0.637986744,0.981224939,0.602619747,0.998262664,0.375513751,0.973930073,863.9631767,594.0569901,5647.056584,813741.4639
110,0.020242864,25.44249616,126.8322877,7.91814832,2.383600154,1.205061346,4.295238535,7.913666377,50.88499232,501.5817396,7.907051577,0.007035244,5.747411382,1.205061346,0.637473659,0.982306092,0.598530288,0.998748079,0.359237002,0.977342475,771.2791928,501.5817396,634.4194393,698467.2572
111,0.018135971,22.70624223,129.0963234,8.168924887,2.459091423,1.317098526,2.462330894,8.143133122,45.41248446,512.1882141,8.138129675,0.005961696,4.19707942,1.317098526,0.604062007,0.980375741,0.560769226,0.998982768,0.37650829,0.983744388,642.5712199,512.1882141,5708.464699,831187.2388
112,0.085439044,19.86124132,144.710577,7.316087314,2.202361732,0.869856554,1.351312093,7.311587795,39.72248265,576.7343453,7.309267399,0.017124324,2.107962517,0.869856554,0.698925957,0.986896685,0.669699231,0.999487471,0.338664459,0.992716626,538.1255027,576.7343453,10479.00743,958317.8299
113,0.027814132,26.69097179,143.4221358,8.160818602,2.456651188,1.375980152,6.606399796,8.137276022,53.38194358,565.1888219,8.136926929,0.006522552,8.499721176,1.375980152,0.623048909,0.980155482,0.584876175,0.998133089,0.377034186,0.970368168,851.5802501,565.1888219,5039.565204,778423.9818
114,0.026726359,28.32903454,151.0144064,8.598370303,2.588367375,1.742938775,7.178416214,8.543794371,56.65806909,593.8413739,8.551615358,0.004743928,10.21625179,1.742938775,0.561108547,0.974845056,0.511946684,0.997673242,0.37540532,0.966174579,948.4404787,593.8413739,7995.946461,908455.7282
115,0.01805041,26.99965497,163.3392713,8.452441453,2.544438414,1.492736253,2.374665768,8.44975424,53.99930994,648.754158,8.448256209,0.004753811,4.60292729,1.492736253,0.556656944,0.977730853,0.504477492,0.998882432,0.38940017,0.985909919,890.0191763,648.754158,8119.399651,1039349.54
116,0.026529186,25.79421531,111.612581,8.033766279,2.418404628,1.312885937,6.11800592,7.99434379,51.58843062,438.6086486,8.020002917,0.006326665,7.841675405,1.312885937,0.612369364,0.980955485,0.57327284,0.998355627,0.404887715,0.964871006,773.0332867,438.6086486,-322.9614096,525569.5694
117,0.029621472,25.06410677,81.5021902,7.111967607,2.140915578,0.796850731,2.1625893,7.100007391,50.12821354,323.2112004,7.108306887,0.011445477,2.797560388,0.796850731,0.711445899,0.988107485,0.688670001,0.999389621,0.374407956,0.982837514,708.3128582,323.2112004,-3151.271858,321153.5899
118,0.029854341,28.33978702,77.93029665,7.282869734,2.192362245,0.804941017,2.205379966,7.258728799,56.67957404,308.8678766,7.275843882,0.010398266,2.853310007,0.804941017,0.703382058,0.987987202,0.681412335,0.999381599,0.398588932,0.981693192,879.6471699,308.8678766,1169.015227,272826.5144
119,0.018526406,32.07240901,104.9247696,8.129299025,2.44716285,1.295876905,2.981197435,8.121713298,64.14481801,415.0385841,8.120146626,0.005925484,4.660494388,1.295876905,0.604563559,0.98077181,0.563688143,0.998895776,0.401317593,0.977791257,1131.233942,415.0385841,-277.280285,415928.9114
120,0.015810585,31.64864474,110.2815689,8.161637147,2.456897595,1.282070934,2.308339169,8.156315984,63.29728948,437.1742307,8.154083381,0.005493887,3.95204505,1.282070934,0.600983076,0.980861289,0.558534898,0.99904753,0.397196483,0.982082024,1109.94226,437.1742307,-439.3759362,455642.3509
121,0.036367502,32.2317134,101.741603,7.360295407,2.215669695,0.775702922,0.977724489,7.355882384,64.46342681,405.3869726,7.353825871,0.011133666,1.579439512,0.775702922,0.706657912,0.988248799,0.683885237,0.999615451,0.385127841,0.992237986,1139.835232,405.3869726,234.829994,456223.0219
122,0.025788379,29.95174167,128.6454606,7.644584148,2.301249133,0.87074574,1.209484092,7.639108591,59.90348335,512.6141601,7.637808066,0.007998649,1.967682237,0.87074574,0.686287874,0.986851953,0.659353139,0.9995213,0.385042956,0.992352306,1024.768449,512.6141601,-1760.158152,703943.5011
123,0.040352185,23.73304629,92.2683344,7.817322848,2.353248663,1.391570754,8.88255322,7.785870312,47.46609257,358.2543152,7.81464118,0.009412271,10.81902238,1.391570754,0.609123244,0.980107372,0.567994393,0.997969006,0.388369105,0.941371964,650.1163092,358.2543152,5762.156456,474087.484
124,0.036021766,33.06621927,84.5365137,7.652681746,2.303686753,1.003145178,1.526614233,7.642928681,66.13243854,335.6131403,7.639835936,0.008423975,2.532914481,1.003145178,0.650333761,0.984908156,0.620356534,0.999385369,0.423604724,0.985018814,1176.644913,335.6131403,409.6943766,292297.0848
125,0.040288507,25.45827012,121.9862281,7.578053726,2.28122148,0.915593561,3.183857973,7.541116191,50.91654025,483.922743,7.570140194,0.009403251,4.022169542,0.915593561,0.693998376,0.986480175,0.66691068,0.999129031,0.365038083,0.983513838,768.0986611,483.922743,2664.17515,562029.3253
126,0.030475584,26.0936933,91.37218033,7.697442354,2.317161038,1.15483428,5.123709275,7.647602571,52.1873866,359.0313698,7.684249676,0.009146846,6.457351488,1.15483428,0.655853303,0.983184814,0.622459303,0.998632245,0.368772089,0.964664565,769.0243347,359.0313698,2701.952115,357660.0059
127,0.0315751,23.73432348,111.6441632,7.597344318,2.287028527,0.894344858,1.571030898,7.594092659,47.46864696,444.2057692,7.592425409,0.008817227,2.370883623,0.894344858,0.689972515,0.986564639,0.662673236,0.999427502,0.370420642,0.989381963,673.7768324,444.2057692,2409.197661,523662.0602
128,0.02290029,33.7489375,120.6271188,8.047807043,2.422631319,1.124074775,1.889715981,8.045112036,67.49787501,479.3552152,8.03719446,0.00633648,3.153260081,1.124074775,0.636208002,0.983160012,0.600266742,0.9992345,0.389906604,0.986929721,1258.041271,479.3552152,-590.6159634,531392.2128
129,0.037032087,24.83630704,107.3801176,7.593875992,2.285984457,0.887823404,1.601065009,7.585413367,49.67261408,427.1311752,7.581462524,0.009250237,2.389295407,0.887823404,0.692323178,0.986670226,0.666063089,0.999422825,0.373791837,0.988874591,723.0276172,427.1311752,3964.219523,540204.4385
130,0.024430396,25.22191425,123.5278216,8.200817919,2.468692183,1.321629184,2.445752068,8.197898912,50.4438285,489.9188305,8.198371488,0.005772578,4.192455768,1.321629184,0.601092191,0.980302949,0.557363445,0.998984614,0.379573894,0.983030318,757.5765521,489.9188305,3523.450603,537387.9054
131,0.02605702,26.96689016,82.88680341,7.878590647,2.371692108,1.296022388,3.180676627,7.873585256,53.93378033,326.686863,7.86545211,0.007605443,4.860350657,1.296022388,0.609485135,0.980793229,0.567950472,0.99887022,0.384097155,0.970680793,807.6697932,326.686863,2493.973911,345784.9387
132,0.018834253,27.08612249,90.34618302,8.245339312,2.482094457,1.549767694,4.364545284,8.226839488,54.17224497,354.6184069,8.239960717,0.005525863,6.766325187,1.549767694,0.57185258,0.977219469,0.524103274,0.998439731,0.382502994,0.962553342,820.6210517,354.6184069,1890.355857,295015.9762
133,0.037684465,30.01369785,144.5494617,7.409553131,2.230497747,0.667543032,1.337854384,7.392939373,60.0273957,576.4143787,7.404885216,0.009295305,1.783468084,0.667543032,0.744822107,0.98995079,0.727282226,0.999589027,0.355483022,0.993830942,1044.479786,576.4143787,-882.2001976,678533.1003
134,0.034353769,26.10756714,155.9812742,7.4900318,2.25472424,0.736807428,1.444056407,7.483258681,52.21513428,621.9381551,7.482322215,0.008989,1.986941593,0.736807428,0.728669512,0.988919511,0.707475034,0.999535434,0.35388403,0.993630833,836.5928653,621.9381551,-2311.930994,889516.8075
135,0.018314056,28.21970082,141.1652813,7.953541999,2.394254713,0.989562566,1.521243116,7.944459373,56.43940165,562.1606482,7.942515106,0.006123206,2.500477187,0.989562566,0.657657134,0.985110978,0.626138723,0.999395306,0.397513992,0.991143441,936.2665573,562.1606482,-694.5933572,704721.7619
136,0.017490677,27.90535867,94.39343275,8.475593095,2.551407753,1.887117945,5.176977832,8.444530007,55.81071734,368.835539,8.450703884,0.005130808,8.73819197,1.887117945,0.530059125,0.972424586,0.473389775,0.997912202,0.355410395,0.953713984,868.7333792,368.835539,3900.096133,441915.7559
137,0.06986908,21.35095302,219.4994831,7.983126661,2.403160584,1.258586831,3.389909901,7.927177501,42.70190605,873.0239817,7.910797336,0.012803595,4.973950712,1.258586831,0.640793412,0.98143621,0.604348228,0.998804071,0.355710459,0.988669789,672.8757027,873.0239817,21543.30658,2162478.102
138,0.038090673,16.72466731,146.6548082,7.634953486,2.298350015,1.114159242,2.281007365,7.591270569,33.44933461,583.0968748,7.569257478,0.010829661,3.522358182,1.114159242,0.652983005,0.983390113,0.618891785,0.999147175,0.366986487,0.98799099,424.6081256,583.0968748,21166.06227,1941051.705
139,0.02593991,34.23072236,119.9067336,8.509474341,2.561607024,1.792700467,4.924025186,8.427436806,68.46144472,471.4891344,8.415318425,0.005258707,8.137800152,1.792700467,0.546799169,0.973779561,0.49470411,0.998047061,0.366566321,0.966066125,1287.580187,471.4891344,5484.414159,568086.7351
140,0.042850204,42.15838103,58.10799606,7.448354058,2.24217799,1.321387088,9.773925182,7.327218376,84.31676205,220.9119952,7.406756681,0.010313788,11.51998902,1.321387088,0.625979512,0.981267901,0.589411769,0.997908128,0.400382448,0.900874322,1829.677092,220.9119952,-931.0273283,173732.0744
141,0.042117687,38.33028684,76.71893781,7.424744389,2.235070771,1.053206193,2.590140168,7.40952937,76.66057368,303.1763678,7.405453241,0.009780129,3.699383454,1.053206193,0.645592839,0.984328266,0.612736131,0.999138081,0.410806568,0.975890024,1544.080135,303.1763678,554.7457893,292045.1388
142,0.032647433,42.61585093,82.43683286,7.538438124,2.269295996,1.100216694,2.570733491,7.498804218,85.23170186,325.9661212,7.475115663,0.009505036,3.781210265,1.100216694,0.636512644,0.983625152,0.601892517,0.999108603,0.410264528,0.977066014,1896.656978,325.9661212,-2905.126553,487758.0858
143,0.032839653,38.81668403,114.119309,7.652900988,2.303752751,1.297677967,5.113319135,7.625847998,77.63336806,449.6799486,7.638297123,0.009195679,6.79728724,1.297677967,0.63904231,0.981143608,0.605431847,0.998409782,0.384326591,0.970218505,1617.455625,449.6799486,-7717.808397,755154.6107
144,0.022657801,24.47539065,154.6848716,8.174774071,2.460852203,1.264596117,5.137335011,8.168572387,48.9507813,612.0029482,8.168454863,0.006283448,6.736538349,1.264596117,0.629880147,0.981560903,0.594212264,0.998537665,0.393552365,0.978224961,750.3613498,612.0029482,6097.617191,865856.5331
145,0.024789509,24.53504592,141.4574616,8.318947347,2.504252684,1.361468866,3.083947046,8.298367715,49.07009184,560.892302,8.298880355,0.005763408,4.93754452,1.361468866,0.60704646,0.979833838,0.56553564,0.998809069,0.376273573,0.9825476,740.9571676,560.892302,4941.493221,844299.5397
146,0.024117157,25.55471431,141.9663136,8.415066626,2.53318747,1.434575707,3.698098471,8.390670998,51.10942861,562.1091484,8.391231686,0.005187848,5.75610593,1.434575707,0.5968091,0.978848671,0.553460591,0.998627234,0.376163291,0.979727212,792.1316839,562.1091484,4148.252264,833974.3732
147,0.021964394,26.38480261,159.0875599,8.166020225,2.458217033,1.209152242,2.318596892,8.164887282,52.76960523,632.5695934,8.164168814,0.00580052,3.780646037,1.209152242,0.625690525,0.981962587,0.585891829,0.999087228,0.371921965,0.988117719,853.3550458,632.5695934,1535.263723,874537.1603
148,0.030325096,29.217884,152.130479,7.936408605,2.389097048,1.029745303,1.760924721,7.933534685,58.43576801,605.7006161,7.931401232,0.006910685,2.82130011,1.029745303,0.656339972,0.984552513,0.623126562,0.999318943,0.380861764,0.990727367,1004.404575,605.7006161,1225.143917,796479.2669
149,0.032661381,26.48799349,133.3565391,7.696893294,2.316995755,0.88418541,1.723298672,7.692379801,52.97598698,530.9210737,7.688815478,0.008055235,2.505082511,0.88418541,0.693222806,0.986742471,0.667107619,0.999402034,0.37397646,0.990607575,833.7177969,530.9210737,1385.656446,702090.0787
150,0.012978781,27.10773898,180.8167253,8.976770003,2.702277035,2.283148713,12.93552208,8.953953171,54.21547795,705.1186111,8.956337582,0.003259092,18.14829012,2.283148713,0.510706399,0.967806336,0.451180071,0.996069985,0.337377485,0.949815787,906.5720926,705.1186111,2148.712391,1066812.857
151,0.036778979,24.19412091,148.9273406,8.469671838,2.549625277,2.027176927,11.08744777,8.428560304,48.38824182,580.5124685,8.466395026,0.005955808,15.19689407,2.027176927,0.539608806,0.971198886,0.480741933,0.996788566,0.31168452,0.948978831,726.6843802,580.5124685,2113.269858,710388.0746
152,0.018419851,39.71964911,101.9034212,8.797632432,2.648351253,2.292091643,6.590698609,8.719088986,79.43929822,395.769302,8.705230523,0.003897168,11.84438271,2.292091643,0.482194446,0.966756067,0.41687471,0.997180146,0.332357512,0.941884274,1673.631755,395.769302,-1056.704208,429108.6403
153,0.036857628,32.69849145,66.26995999,7.340807484,2.209803245,0.937031453,2.295782599,7.331009982,65.3969829,261.9060294,7.327762938,0.011689642,3.173810544,0.937031453,0.696322107,0.986054719,0.670594032,0.99924736,0.360090712,0.976053927,1133.874398,261.9060294,2296.839469,210090.2152
154,0.026099087,27.96694866,228.8041319,8.921233445,2.685558865,1.96629618,4.420184306,8.895737785,55.93389731,906.9300227,8.870583822,0.003950781,8.286504972,1.96629618,0.509554717,0.97112834,0.447316053,0.997999905,0.342638477,0.981891706,1006.811097,906.9300227,9279.997301,1597770.556
155,0.031559831,29.53451512,85.190606,7.537539485,2.269025478,1.022717569,3.026520298,7.53285333,59.06903024,336.6899525,7.527042165,0.01053592,4.072471524,1.022717569,0.676710865,0.984862898,0.647315796,0.999082816,0.36579843,0.976097884,955.4419537,336.6899525,4614.226845,373739.878
156,0.038403458,29.80351175,81.35108226,7.490349959,2.254820016,0.960177775,2.245035591,7.485398439,59.60702351,322.2373521,7.483076011,0.011437541,3.166976951,0.960177775,0.692847873,0.985705383,0.666628282,0.99923752,0.359978585,0.980535127,968.0169066,322.2373521,3914.986138,333178.1213
157,0.069629342,23.25966423,148.5982663,7.636008586,2.298667632,0.960982352,1.76353232,7.624381074,46.51932847,591.7060459,7.620071462,0.011481519,2.687019401,0.960982352,0.682387498,0.985598056,0.651978728,0.999349064,0.352487744,0.990958779,688.2667369,591.7060459,320.4690542,874607.0022
158,0.027952985,24.23062931,114.1334697,7.940927739,2.390457443,1.192309368,2.866603521,7.922692013,48.46125861,452.2456738,7.924568696,0.008026737,4.288205151,1.192309368,0.636875975,0.982314227,0.600390615,0.998977761,0.375785259,0.981214077,699.1127638,452.2456738,6147.717633,628179.2517
159,0.030850613,27.86748434,80.57143164,7.69801741,2.317334147,1.125495791,2.354593439,7.693690231,55.73496868,318.6643924,7.691236178,0.009130942,3.621334215,1.125495791,0.644819289,0.983227205,0.610927558,0.999127848,0.386494278,0.977527182,855.3574479,318.6643924,3807.900009,334081.3019
160,0.027584481,23.94409937,86.83823828,7.716876586,2.323011325,1.264012958,5.052703292,7.715147656,47.88819874,340.7025211,7.71565903,0.008188205,6.65043205,1.264012958,0.635770924,0.981617046,0.601292838,0.998463258,0.39336679,0.961707929,656.8329168,340.7025211,3414.9862,359031.8006
161,0.023693258,25.73546385,111.8215001,8.198824742,2.468092177,1.431163458,2.806201894,8.197164676,51.47092771,442.4315697,8.197270683,0.006071315,4.854430738,1.431163458,0.582804546,0.978736412,0.535628229,0.998825546,0.377999452,0.97829384,771.7083845,442.4315697,1760.848468,508287.8879
162,0.02755537,24.14665311,100.5541905,7.608100659,2.290266508,0.9922404,1.628072971,7.6059816,48.29330622,399.6041482,7.605435455,0.009399429,2.612613982,0.9922404,0.668316304,0.985097271,0.635223272,0.999365707,0.360184408,0.987008925,682.3087399,399.6041482,1390.259886,469130.0511
163,0.022690257,30.3460718,91.49412725,7.742324249,2.330671835,1.029966221,2.601701333,7.715018275,60.6921436,362.3139772,7.73199167,0.007756513,3.662531749,1.029966221,0.659184258,0.984675306,0.628488394,0.999165378,0.396048374,0.979984881,1010.546935,362.3139772,1988.946178,333146.6452
164,0.039181535,34.19231462,84.28065317,7.739988187,2.32996861,1.043845196,1.627635178,7.737877183,68.38462924,334.4053647,7.737722312,0.008931995,2.71724797,1.043845196,0.647786098,0.984315541,0.614497061,0.999340188,0.397322727,0.983879764,1252.036408,334.4053647,-1100.54302,347361.1754
165,0.039111276,32.16904418,87.65507344,7.65921452,2.305653314,0.963233601,1.522262412,7.64962326,64.33808837,348.1702124,7.656235924,0.009204837,2.450081383,0.963233601,0.66521522,0.985509097,0.635019589,0.999408212,0.394378392,0.986024304,1121.277437,348.1702124,-731.4593288,376287.3671
166,0.023818961,25.16787291,124.7116127,8.180250617,2.462500808,1.295671106,2.626121253,8.173722767,50.33574582,494.5415659,8.176386298,0.00601645,4.304884869,1.295671106,0.613649247,0.980730193,0.572766598,0.99895792,0.376171152,0.982740641,755.980997,494.5415659,1106.422493,671712.4954
167,0.021919984,26.94295347,104.0888036,7.83495869,2.35855758,1.088371191,1.783929457,7.830325637,53.88590694,413.386733,7.826923936,0.007234256,2.968481306,1.088371191,0.642277329,0.983676813,0.607561121,0.999279014,0.3912557,0.985740631,828.5273045,413.386733,-563.6155833,471425.0237
168,0.030521173,24.28635427,135.3380765,8.165200212,2.457970184,1.369522606,5.465016165,8.098872437,48.57270855,534.0116979,8.146064874,0.006817053,7.340608334,1.369522606,0.622156747,0.980083258,0.584150224,0.998352933,0.37571593,0.972880476,721.4947763,534.0116979,6271.44111,938949.6875
169,0.028925811,28.86901236,98.62557762,8.626487176,2.596831397,2.02486077,5.838670136,8.619457963,57.73802471,384.5635792,8.621415247,0.005254264,9.938731275,2.02486077,0.524837432,0.970542645,0.468191634,0.997615244,0.343287855,0.949613825,927.0760865,384.5635792,3705.967761,504296.7866
170,0.023423929,26.97971299,120.9348951,8.254285747,2.484787603,1.483067794,3.882284739,8.23831368,53.95942598,477.6578054,8.239779164,0.00663745,6.081774822,1.483067794,0.598340507,0.978177847,0.555660747,0.998535682,0.367751201,0.97485517,845.7989207,477.6578054,7854.158526,768515.0818
171,0.025666199,27.32010659,123.1551531,8.372541746,2.520386206,1.576886396,4.033878104,8.358436332,54.64021318,486.1001635,8.360075243,0.006107306,6.520448808,1.576886396,0.579864063,0.976810499,0.533709948,0.998429557,0.368429921,0.973527503,866.2831529,486.1001635,7577.321968,767701.4687
172,0.026101319,31.85290932,217.3231373,8.93099089,2.688496149,2.258765873,13.66436451,8.908230188,63.70581864,850.5261614,8.89613459,0.004691274,18.76638778,2.258765873,0.536451719,0.968380675,0.48357644,0.995809181,0.340191977,0.956823769,1222.547776,850.5261614,734.5393961,1283468.477
173,0.02503924,24.81261242,125.1369268,8.167593776,2.458690719,1.295836532,2.636189831,8.16074138,49.62522484,496.2323252,8.163537438,0.006050169,4.315382148,1.295836532,0.614251128,0.980730032,0.573407068,0.998955298,0.374978219,0.982757359,738.644971,496.2323252,1399.545847,675444.518
174,0.026135872,18.79952402,81.60554716,7.91560511,2.382834572,1.827001298,19.01732372,7.825961334,37.59904803,304.0669312,7.90833814,0.007170081,22.35525746,1.827001298,0.564090201,0.975011678,0.515406326,0.996054178,0.389021036,0.863028567,423.8500216,304.0669312,1980.0052,266044.6495
175,0.028610089,20.03830226,101.6941087,7.79413875,2.346269554,1.218055826,4.663244764,7.788032324,40.07660451,400.6295299,7.78711751,0.007846603,6.146904759,1.218055826,0.626988486,0.98213539,0.589365245,0.998729284,0.392033275,0.969777479,500.1542136,400.6295299,2613.216464,420699.9308
176,0.028401901,22.5366694,128.2437427,8.189143511,2.465177836,1.507693289,7.729540571,8.178940534,45.07333879,502.9722912,8.183418513,0.006941336,10.00267963,1.507693289,0.598463031,0.978311531,0.554444447,0.997925054,0.368389739,0.961001296,631.1438704,502.9722912,5910.566509,646354.128
177,0.047228213,19.51613547,154.0886445,8.100132615,2.438382886,1.366123492,3.090731925,8.088438347,39.03227095,611.3975527,8.092223125,0.00803579,4.957025322,1.366123492,0.602542728,0.979759911,0.558356919,0.99880708,0.36804442,0.983915021,532.4896757,611.3975527,13341.92605,1227196.883
178,0.024410763,28.31869996,177.0647348,8.635693777,2.59960286,1.65367844,3.708302708,8.619944168,56.63739992,701.8159841,8.60823844,0.004532297,6.44295509,1.65367844,0.548114592,0.975598895,0.495378421,0.998447439,0.380810243,0.981806216,975.7920248,701.8159841,9610.848988,1183506.265
