CaseID,Feature__INTENSITY-HISTOGRAM_IntensityHistogramMean(IBSI:X6K6)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramVariance(IBSI:CH89)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramSkewness(IBSI:88K1)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramKurtosis(IBSI:C3I7)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramMedian(IBSI:WIFQ)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogram10thPercentile(IBSI:GPMT)[],Feature__INTENSITY-HISTOGRAM_IntensityHistogram25thPercentile(IBSI:No)[],Feature__INTENSITY-HISTOGRAM_IntensityHistogram50thPercentile(IBSI:No)[],Feature__INTENSITY-HISTOGRAM_IntensityHistogram75thPercentile(IBSI:No)[],Feature__INTENSITY-HISTOGRAM_IntensityHistogram90thPercentile(IBSI:OZ0C)[],Feature__INTENSITY-HISTOGRAM_IntensityHistogramStd(IBSI:No)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramMode(IBSI:AMMC)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramInterquartileRange(IBSI:WR0O)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramMeanAbsoluteDeviation(IBSI:D2ZX)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramRobustMeanAbsoluteDeviation(IBSI:WRZB)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramMedianAbsoluteDeviation(IBSI:4RNL)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramCoefficientOfVariation(IBSI:CWYJ)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramQuartileCoefficientOfDispersion(IBSI:SLWD)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramEntropyLog10(IBSI:No)[Intensity],Feature__INTENSITY-HISTOGRAM_IntensityHistogramEntropyLog2(IBSI:TLU2)[Intensity],Feature__INTENSITY-HISTOGRAM_AreaUnderCurveCIVH(IBSI:No)[Intensity],Feature__INTENSITY-HISTOGRAM_Uniformity(IBSI:BJ5W)[Intensity],Feature__INTENSITY-HISTOGRAM_RootMeanSquare(IBSI:No)[Intensity],Feature__INTENSITY-HISTOGRAM_MaximumHistogramGradient(IBSI:12CE)[Intensity],Feature__INTENSITY-HISTOGRAM_MaximumHistogramGradientGreyLevel(IBSI:8E6O)[Intensity],Feature__INTENSITY-HISTOGRAM_MinimumHistogramGradient(IBSI:VQB3)[Intensity],Feature__INTENSITY-HISTOGRAM_MinimumHistogramGradientGreyLevel(IBSI:RHQZ)[Intensity]
93,24.43460192,205.9893801,0.244768155,-0.995430638,25,8,10,25,36,43,14.35233013,9,26,12.5711439,10.35179682,12.56496063,0.587377285,0.565217391,1.6341116,5.428401235,96.97482639,0.028077852,0.001752322,289.0,8,-130.0,10
94,21.80553356,204.2625682,0.563093427,-0.244165756,20,4,11,20,31,43,14.29204563,1,20,11.57093172,8.452185792,11.45493426,0.655432053,0.476190476,1.615102627,5.365254794,78.70434768,0.03135645,0.001286723,419.5,3,-1727.0,1
95,16.7981203,138.5220265,1.263811519,1.213170711,13,6,7,13,22,35,11.76953808,7,15,9.042066727,6.139986703,8.759273183,0.700646136,0.517241379,1.516554403,5.037884679,45.66988957,0.041064503,0.002268464,299.5,5,-299.5,7
96,21.0037212,155.0512242,0.648371114,-0.61482021,17,7,11,17,30,41,12.45195664,7,19,10.43896416,8.481582048,10.10996613,0.592845264,0.463414634,1.614084901,5.361873979,48.24292212,0.02883925,0.000829,618.5,6,-582.0,18
97,26.50718512,203.6207571,0.184682379,-0.719391811,26,7,16,26,38,45,14.26957452,17,22,12.08799593,9.515713235,12.072133,0.53832855,0.407407407,1.657893991,5.507404626,92.77514793,0.025369736,0.001890558,142.0,3,-246.0,1
98,24.94786932,181.5394699,0.304490358,-0.610541939,23,6,15,23,35,43,13.47365837,4,20,11.32039878,8.917290925,11.25241477,0.540072509,0.4,1.646498557,5.469549814,94.33413086,0.02611994,0.001926193,208.0,3,-98.5,9
99,26.6352548,116.0070333,0.158696088,-0.281258528,26,13,19,26,35,41,10.77065612,21,16,8.86944948,6.767782457,8.827736007,0.404375937,0.296296296,1.62224778,5.388990478,80.73811612,0.027628839,0.001240477,183.5,17,-205.5,27
100,17.61154213,229.0217551,0.535158158,-0.64085281,17,1,1,17,28,39,15.13346474,1,27,12.75879926,10.75757165,12.74033182,0.859292425,0.931034483,1.40155274,4.655857423,65.76810266,0.106456452,0.002520582,264.0,3,-5128.0,1
101,31.88217799,95.3820228,0.278545145,0.393676223,32,20,25,32,38,44,9.766372039,32,13,7.585825464,5.262852248,7.581903455,0.306327003,0.206349206,1.580204283,5.249325005,117.0673723,0.031434407,0.001340856,209.5,31,-317.5,33
102,27.59803546,96.26577494,0.768714573,0.777659247,26,17,21,26,33,41,9.811512368,24,12,7.659362312,5.297985875,7.536548029,0.355514884,0.222222222,1.569334336,5.213215822,94.4370276,0.032831507,0.001447105,203.0,21,-135.5,32
103,31.69900209,102.9649816,0.540281528,0.493436789,30,20,25,30,37,46,10.14716619,29,12,7.823985736,5.24024636,7.733696913,0.320109957,0.193548387,1.593930496,5.294922495,114.9088826,0.031618169,0.00135441,217.0,28,-203.0,31
104,25.3898808,86.40355144,0.916980156,0.307881698,23,16,18,23,30,41,9.295351066,18,12,7.389229355,5.20557819,7.099590401,0.366104557,0.25,1.510642808,5.018246787,71.01232285,0.038001491,0.000999,503.0,16,-506.5,24
105,16.96697202,88.59211803,0.727113187,-0.049529428,15,6,9,15,24,31,9.412338606,7,15,7.893714413,6.254339747,7.716817409,0.554744747,0.454545455,1.497651816,4.975091644,40.29655854,0.036912241,0.000845,1131.0,6,-767.5,7
106,19.06874251,95.35719063,0.800718234,0.032841629,17,8,11,17,25,34,9.765100646,17,14,7.952018072,5.87429857,7.721596806,0.512099874,0.388888889,1.523516459,5.061012127,45.28826347,0.035047915,0.000836,959.5,6,-720.5,18
107,23.96617465,145.1826562,0.300665028,-1.157625729,21,9,13,21,35,41,12.04917658,11,22,10.66755366,8.985863808,10.53583618,0.502757605,0.458333333,1.589560477,5.280405609,59.54096514,0.029753989,0.000804,855.0,10,-483.0,12
108,24.06751055,216.8584659,0.44259469,-0.940349449,21,7,11,21,39,43,14.7261151,41,28,12.87056266,10.64253301,12.64248225,0.611866984,0.56,1.654756481,5.496982045,43.62236287,0.027170817,0.001672189,177.5,40,-215.0,42
109,26.91042916,150.8534907,0.394943375,-0.659279522,26,12,17,26,36,45,12.2822429,15,19,10.24407795,8.031233233,10.22164282,0.456412004,0.358490566,1.645398653,5.465896013,106.8007657,0.025310585,0.001080741,222.0,8,-216.0,18
110,25.5234,127.0557524,0.078995597,-0.160362727,25,11,18,25,34,40,11.27190101,25,16,9.0701095,6.497205293,9.06095,0.441630073,0.307692308,1.614368814,5.36281712,98.10556875,0.027262485,0.000826,381.0,3,-818.0,1
111,22.80803746,130.3476329,0.501172938,0.175015891,22,8,14,22,30,38,11.41698878,20,16,9.148065462,6.871111187,9.135499693,0.500568662,0.363636364,1.632587495,5.423338267,85.88651605,0.026515295,0.00086,465.5,19,-270.5,21
112,19.95443194,145.905986,0.754697469,-0.116518284,18,7,9,18,28,38,12.07915502,7,19,10.05859708,7.890832564,9.964868794,0.605336953,0.513513514,1.554931728,5.165371394,54.87468783,0.038792062,0.00085,2462.5,6,-1378.5,10
113,26.80477477,143.921797,0.390764151,-0.506653859,26,12,17,26,35,44,11.9967411,17,18,9.94486372,7.673827417,9.935945946,0.447559855,0.346153846,1.644272722,5.462155751,106.3814499,0.025381361,0.001069254,216.0,24,-197.5,18
114,28.43075964,151.6500504,0.54141807,-0.450709911,27,14,18,27,37,48,12.3146275,15,19,10.08599335,7.727274394,10.00142488,0.433144512,0.345454545,1.655969949,5.501013099,112.8345773,0.025046153,0.001056051,348.5,14,-192.0,30
115,27.2,164.7059729,0.47728546,-0.546078353,24,12,18,24,36,46,12.83378249,20,18,10.68173913,8.022673456,10.47270135,0.471830238,0.333333333,1.666510438,5.536027844,71.4,0.025017504,0.001888462,87.5,17,-72.5,13
116,25.83629319,111.5701833,0.027814326,-0.093095591,27,11,18,27,33,38,10.5626788,31,15,8.518033973,6.218621182,8.467549241,0.408831047,0.294117647,1.608156243,5.342179405,73.06826667,0.028827637,0.001153148,197.5,30,-297.0,17
117,25.09502503,81.48708189,-0.512345114,0.185902635,27,13,19,27,32,35,9.027019546,30,13,7.349863096,5.448257517,7.229972302,0.35971351,0.254901961,1.503705151,4.995200388,94.89056341,0.035493658,0.000687,818.0,29,-1673.0,1
118,28.3690275,77.98594514,0.23882867,-0.031522779,28,17,22,28,35,40,8.830965131,26,13,7.17094613,5.42739507,7.158158666,0.311288962,0.228070175,1.540976218,5.119012193,107.2703852,0.033226179,0.000684,1193.5,19,-863.0,27
119,32.12457208,104.9333217,-0.039984801,-0.573468872,32,18,24,32,40,45,10.24369668,41,16,8.488503005,6.525499804,8.488436668,0.318874183,0.25,1.60310487,5.325399108,116.4515738,0.028178004,0.000732,638.0,16,-445.0,18
120,31.70325581,110.4073556,-0.051705916,-0.600379479,32,17,24,32,40,45,10.50749045,33,16,8.674238395,6.645395209,8.665626995,0.331432535,0.25,1.613794712,5.360909993,116.9057558,0.027275007,0.000705,448.0,26,-428.0,31
121,32.27831662,101.8227383,0.030217077,-0.217190496,33,17,26,33,38,45,10.09072536,33,12,7.889925737,5.891726589,7.876244535,0.312616221,0.1875,1.57767037,5.240907528,112.9741082,0.032341541,0.000771,897.0,16,-614.5,18
122,29.98530276,128.9854074,-0.143155729,-0.314511284,30,16,22,30,39,44,11.35717427,32,17,9.304971601,6.858664655,9.304312971,0.378758032,0.278688525,1.627244731,5.405589989,104.011519,0.026461486,0.000595,944.0,17,-962.0,1
123,23.8749185,94.4393644,0.919847798,1.008406901,21,13,18,21,30,37,9.717991788,19,12,7.655143716,5.335848271,7.401325799,0.407037695,0.25,1.546283612,5.136642974,76.10130271,0.036508322,0.001991842,178.0,18,-131.0,22
124,33.12172318,84.3841433,0.051388446,-0.380774737,32,22,27,32,41,45,9.18608422,31,14,7.566180833,5.648504995,7.538810726,0.277343186,0.205882353,1.557601872,5.17424142,129.8992581,0.031774822,0.000977,351.5,30,-464.0,32
125,25.51059891,122.0573794,0.26935188,-0.507604938,25,13,17,25,34,41,11.04795816,15,17,9.230322857,7.17155732,9.213922059,0.433073257,0.333333333,1.606085907,5.335301898,96.46195212,0.028193295,0.00066,1028.5,14,-687.5,18
126,26.15760532,91.68349759,0.4466227,0.007228266,26,15,18,26,33,38,9.575150004,21,15,7.939095768,6.019635743,7.929667406,0.366056062,0.294117647,1.552626287,5.157712885,87.46449279,0.032687845,0.000851,869.5,20,-775.0,16
127,23.78493515,111.7140534,0.256203452,-0.329769371,23,11,15,23,32,37,10.5694869,15,17,8.780612864,6.625316296,8.778184091,0.444377369,0.361702128,1.598691421,5.310737947,94.02482175,0.028376915,0.000666,605.0,14,-766.0,1
128,33.81232141,120.6426021,-0.060486807,-0.669294062,35,18,25,35,42,48,10.98374263,36,17,9.061188674,7.131836083,9.012685979,0.324844381,0.253731343,1.628374263,5.409342213,100.9086467,0.026496947,0.000808,392.0,35,-358.5,46
129,24.88051438,107.4514263,0.448697423,-0.024251377,24,13,17,24,32,39,10.36587798,16,15,8.520450874,6.396005553,8.459324987,0.416626353,0.306122449,1.596038334,5.301924582,96.80075126,0.029490484,0.00066,1060.5,15,-1157.0,17
130,25.28825139,123.7986102,0.319706278,-0.744981228,24,11,16,24,34,41,11.12648238,14,18,9.390052086,7.604938529,9.356031006,0.43998623,0.36,1.618164402,5.37542579,71.51833598,0.026961654,0.000751,722.0,10,-485.5,17
131,27.01705569,82.98441426,0.440133501,0.325929376,26,16,20,26,33,39,9.109578161,23,13,7.302877497,5.432259718,7.293673219,0.33717879,0.245283019,1.544398649,5.130381261,103.8468078,0.033438011,0.000827,548.0,21,-540.0,31
132,27.14039765,90.45993053,0.293651036,-0.567863159,26,16,19,26,35,40,9.511042557,22,16,7.978440579,6.103055322,7.939380787,0.350438585,0.296296296,1.567730208,5.207887022,86.51001752,0.030272665,0.000791,578.5,15,-298.5,38
133,30.03654423,144.4060779,-0.059414559,-0.939902603,30,15,20,30,40,45,12.016908,15,20,10.28642183,8.030716703,10.28639068,0.400076251,0.333333333,1.647296708,5.472201217,113.5756829,0.024393611,0.000334,3157.0,14,-1667.0,27
134,26.13307907,155.9866971,-0.141988274,-0.682343951,28,9,16,28,36,41,12.48946344,29,20,10.41230141,7.894653324,10.3425375,0.477917792,0.384615385,1.647689954,5.47350755,103.7156576,0.024470095,0.000322,2286.0,8,-8374.0,1
135,28.24557421,141.2295958,-0.048754157,-0.76604157,29,12,19,29,37,44,11.88400588,29,18,9.947041517,7.690986637,9.92579981,0.42073869,0.321428571,1.659558671,5.512934573,106.3622404,0.023981501,0.000325,2495.5,19,-1388.5,21
136,27.88694038,94.32548862,0.548939118,0.278433423,27,16,20,27,34,40,9.712131003,20,14,7.87914939,5.888835393,7.865937693,0.348268074,0.259259259,1.567266513,5.206346663,105.0117599,0.031809185,0.001145657,423.0,19,-258.0,34
137,21.56869301,222.3926977,0.827829298,-0.168570646,18,6,8,18,32,44,14.91283667,6,24,12.36167534,9.470124304,12.11610942,0.691411235,0.6,1.645343641,5.465713265,68.41319814,0.031703768,0.001552128,485.0,5,-313.0,9
138,16.91464091,149.8838227,1.496366804,2.64540243,14,4,8,14,22,32,12.24270488,10,14,9.078728674,6.075606417,8.804306804,0.723793366,0.466666667,1.578275536,5.242917846,49.42246642,0.03336032,0.001924318,188.0,9,-183.0,12
139,34.30063704,120.1975927,0.534064957,-0.427495095,32,22,25,32,42,49,10.96346627,23,17,9.2124197,7.03982394,9.115815297,0.319628649,0.253731343,1.603020895,5.325120148,129.1633364,0.028936786,0.001070032,350.0,22,-178.5,29
140,42.08841159,58.2988767,-0.368966398,1.448129595,42,31,38,42,47,51,7.635370109,41,9,5.757393955,3.832414004,5.755244755,0.181412646,0.105882353,1.458976091,4.846613668,149.2823349,0.042987357,0.001891746,181.5,40,-152.0,42
141,38.32492636,76.52371839,0.064756136,0.411829494,37,27,32,37,45,51,8.747783627,34,13,7.209812323,5.8088279,7.170778105,0.22825311,0.168831169,1.502624861,4.991611741,132.3407613,0.035822834,0.001482653,267.5,24,-279.0,35
142,42.60028289,82.64899568,-0.526532979,1.793847475,43,32,37,43,48,55,9.091149304,43,11,6.906746878,4.98017774,6.886845827,0.213405844,0.129411765,1.519042685,5.046150573,155.0916549,0.036726862,0.001611637,229.5,32,-226.0,44
143,38.77085781,114.5457606,-0.825891088,0.878192536,41,24,30,41,46,50,10.70260532,41,16,8.7049217,6.593838329,8.35693302,0.276047679,0.210526316,1.53030482,5.083562576,149.0254847,0.03486175,0.00160011,264.5,40,-238.0,31
144,24.51610306,154.7875471,0.424717407,-0.615094647,23,9,15,23,34,43,12.44136436,16,19,10.48724801,8.416428773,10.40878511,0.507477242,0.387755102,1.666702357,5.536665384,73.54830918,0.024200248,0.000658,573.0,9,-501.0,17
145,24.5535435,141.4529643,0.38046687,-0.303511892,23,9,16,23,33,41,11.89340003,19,17,9.751939602,7.284044818,9.714814895,0.484386298,0.346938776,1.66128429,5.518666956,84.40280576,0.024851959,0.00052,995.5,7,-882.5,12
146,25.57131983,141.9325681,0.318246939,-0.35398797,25,10,17,25,34,42,11.91354557,19,17,9.768217873,7.34196054,9.742682203,0.465894825,0.333333333,1.668090686,5.541277314,87.90141193,0.024370347,0.000522,868.0,18,-613.5,12
147,26.42378603,159.3054179,0.102183922,-0.808202647,26,10,17,26,37,43,12.62162501,15,20,10.57941262,8.066283491,10.56607502,0.47766149,0.37037037,1.671124896,5.551356741,95.37335269,0.023083052,0.000532,835.5,14,-768.0,7
148,29.24882429,152.1244395,0.085323551,-0.823385353,28,14,19,28,39,46,12.33387366,27,20,10.32030194,7.959277608,10.28983748,0.421687844,0.344827586,1.658799387,5.510412287,111.0541297,0.024080409,0.000513,1203.0,13,-1023.0,15
149,26.53093269,133.4676586,0.120778015,-0.485527973,26,12,18,26,35,42,11.55282037,15,17,9.539147411,7.121307055,9.527375,0.435447201,0.320754717,1.643754974,5.46043583,104.8800933,0.025085831,0.000491,1495.5,14,-1698.0,1
150,27.16037512,182.2160889,0.152740499,-0.782629232,27,9,16,27,38,45,13.49874398,15,22,11.38576208,9.052099142,11.38069801,0.497001382,0.407407407,1.695130697,5.631102286,76.38855502,0.02194173,0.001613899,83.0,14,-72.0,31
151,24.33682777,149.8192904,0.193745354,-0.723520141,25,8,15,25,34,41,12.24006905,8,19,10.30336719,8.33933492,10.30074881,0.50294431,0.387755102,1.613904211,5.36127374,92.02363002,0.027305424,0.001928096,118.5,8,-213.0,9
152,39.83101748,101.5822323,-0.157753834,-0.199692038,41,26,33,41,47,52,10.07880113,49,14,8.196766252,6.27370985,8.164051995,0.253039008,0.175,1.591309833,5.28621684,149.3663156,0.030032492,0.002118289,90.0,25,-98.0,50
153,32.69000919,66.3104006,0.548960026,0.104222915,32,23,27,32,38,44,8.143119832,29,11,6.547339645,4.755618762,6.506851714,0.249101179,0.169230769,1.501222279,4.986952465,129.738474,0.036629851,0.000448,2289.0,24,-2156.0,30
154,28.14462081,228.239755,0.329511119,-1.048124396,25,10,15,25,41,50,15.10760587,11,26,13.0537051,10.43338888,12.90582011,0.536784843,0.464285714,1.711289944,5.684782144,98.50617284,0.02205245,0.001972136,75.5,8,-43.5,26
155,29.5324368,85.18258526,0.766906793,0.37048165,28,19,23,28,35,43,9.229441221,24,12,7.304067579,5.177437226,7.177677466,0.312518784,0.206896552,1.543606107,5.127748495,115.3610812,0.034001811,0.000516,1854.0,19,-967.5,31
156,29.80592134,81.2197107,0.68101102,0.23382094,28,19,24,28,35,43,9.012197884,25,11,7.127549164,5.102853746,7.015884398,0.302362668,0.186440678,1.540452557,5.117272629,118.2922503,0.034716534,0.000434,2721.5,24,-2129.0,30
157,23.28756985,148.7096687,0.030525402,-0.486675067,24,6,15,24,32,39,12.19465738,1,17,10.03134276,7.432521054,10.00985923,0.523655215,0.361702128,1.609127701,5.345406517,92.42254283,0.02850177,0.000438,2088.5,14,-10744.0,1
158,24.21998691,114.1925451,0.643848472,0.089120369,23,11,16,23,31,39,10.6860912,19,15,8.630539482,6.378240914,8.531869291,0.441209619,0.319148936,1.600900322,5.318075758,85.52682879,0.029699312,0.000445,2475.0,16,-1959.0,14
159,27.87447748,80.68237524,0.673434153,0.305720107,27,17,21,27,33,40,8.982336847,24,12,7.192550268,5.308350908,7.129969538,0.32224234,0.222222222,1.540174993,5.116350581,110.6268325,0.033948674,0.000434,2227.5,17,-2552.0,25
160,23.9844892,87.24260964,0.584959154,0.29118924,23,13,17,23,30,37,9.340375241,22,13,7.506915495,5.598129411,7.456900609,0.389433986,0.276595745,1.549760711,5.148193646,83.19619692,0.032564568,0.000475,2047.0,15,-1599.0,16
161,25.7838766,112.1820246,0.202120389,-0.376849732,26,12,17,26,33,39,10.59160161,23,16,8.726544214,6.683245975,8.72080542,0.410783909,0.32,1.60309284,5.325359143,67.68267607,0.029408768,0.000743,730.0,28,-763.5,29
162,24.18454741,100.7796577,0.180062556,-0.050550529,24,11,17,24,31,36,10.0389072,30,14,8.121740331,6.024335577,8.117593746,0.41509593,0.291666667,1.57179401,5.221386682,64.61808761,0.032148972,0.000779,1016.0,29,-962.0,30
163,30.36884824,91.47110774,0.303454949,-0.397091883,29,18,23,29,37,44,9.564052893,27,14,7.932941491,6.175364598,7.883008763,0.314929721,0.233333333,1.578284313,5.242947001,88.2594652,0.029711238,0.000455,1475.5,19,-1169.0,42
164,34.21375569,84.19323515,-0.179745028,0.12201168,34,22,29,34,40,46,9.175687176,33,11,7.112910009,4.907035408,7.106316643,0.268187078,0.15942029,1.562644825,5.190993748,104.7796268,0.033537344,0.00059,1068.5,32,-941.5,34
165,32.18965663,87.48819299,-0.110219973,0.129587045,32,21,27,32,38,44,9.353512335,33,11,7.24617617,4.857734742,7.246092269,0.290575089,0.169230769,1.570358609,5.216618383,97.57489665,0.03280077,0.000588,1087.5,32,-1143.0,34
166,25.25347222,125.9022589,0.12692749,-0.20397669,26,10,16,26,33,38,11.22061758,28,17,9.109087445,6.802561474,9.077402519,0.444319794,0.346938776,1.632102794,5.421728125,82.86295573,0.027127205,0.000765,509.0,10,-469.5,12
167,26.98119658,103.9432362,-0.059054565,-0.222849367,28,13,20,28,34,39,10.19525557,31,14,8.263448127,6.159021272,8.241146021,0.377865212,0.259259259,1.591234829,5.285967684,94.01260684,0.029585393,0.000844,410.0,12,-308.0,17
168,24.34746684,136.0434132,0.546102397,0.408483505,25,9,16,25,31,39,11.66376496,25,15,9.050251486,6.363635767,9.042499358,0.479054558,0.319148936,1.635865643,5.43422804,79.12926723,0.02806826,0.000745,802.0,24,-600.0,11
169,28.88608757,98.79193783,0.499944646,0.42694474,28,18,22,28,35,42,9.939413354,24,13,7.725085449,5.192702978,7.652724658,0.344089982,0.228070175,1.58464092,5.264063194,112.8362796,0.032053007,0.00099,435.5,23,-252.5,31
170,27.05108088,121.5666758,0.754922256,0.365324122,26,15,19,26,33,42,11.02572791,18,14,8.620248148,5.889840019,8.593794444,0.407589181,0.269230769,1.610262636,5.349176692,106.9363041,0.02943261,0.000835,620.5,17,-389.0,20
171,27.38761141,123.839285,0.709732887,0.24625151,27,15,19,27,33,44,11.12831007,29,14,8.67962178,5.984999261,8.65245098,0.406326419,0.269230769,1.615337096,5.366033682,108.6945828,0.029286492,0.000808,554.5,17,-674.5,30
172,31.94453907,216.8130833,0.04143744,-1.173069745,33,13,18,33,45,51,14.72457413,17,27,13.00351961,10.884706,12.97902917,0.460941825,0.428571429,1.698616088,5.642680504,91.3414164,0.023346635,0.001576474,181.0,16,-111.0,47
173,24.90929566,126.4714115,0.154590805,-0.199797901,26,10,15,26,33,38,11.24595089,28,18,9.171339635,6.898096255,9.147124397,0.451476069,0.375,1.630963649,5.417943966,81.73362638,0.027078283,0.000785,503.5,10,-462.0,12
174,18.9013468,81.18925745,0.71045661,1.699336596,17,8,13,17,26,30,9.010508168,17,13,7.321316419,5.604886195,7.236700337,0.476712494,0.333333333,1.509331087,5.013889343,42.5280303,0.03590586,0.003476998,43.5,7,-51.0,18
175,20.09161793,101.8889421,0.361621261,-0.241169129,20,7,11,20,28,34,10.09400525,19,17,8.350242461,6.67329114,8.345435348,0.502398826,0.435897436,1.564701565,5.197826089,53.9962232,0.030809568,0.001118571,411.0,5,-328.5,9
176,22.65929949,129.0803953,0.551723504,-0.33447555,20,9,13,20,31,39,11.36135535,13,18,9.569263298,7.498376823,9.458154416,0.501399231,0.409090909,1.610289553,5.349266107,73.64272333,0.028873108,0.001102499,400.5,7,-273.0,9
177,19.69364754,156.0696885,0.86737217,0.241675039,17,6,9,17,27,37,12.49278546,8,18,10.1103752,7.488080654,10.01158575,0.634356101,0.5,1.616481877,5.369836561,58.77322938,0.029697387,0.001529898,246.0,5,-240.5,9
178,28.42736749,177.6103266,0.504928494,-0.60958288,26,12,18,26,38,48,13.32705244,12,20,11.05917324,8.483245447,10.93257929,0.468810643,0.357142857,1.675842763,5.567029157,79.95197106,0.024205605,0.001158478,247.0,11,-182.0,26
179,32.30782609,308.8456779,-0.049125726,-1.184304964,34,9,16,34,47,56,17.57400574,10,31,15.29761739,12.71982328,15.23130435,0.543955068,0.492063492,1.744708749,5.79579701,128.2216848,0.019520132,0.002059977,78.5,8,-132.0,1
180,28.10223464,197.0876182,0.312946786,-1.024017385,26,11,16,26,39,49,14.03878977,17,23,12.15276109,9.832167898,12.07003555,0.499561332,0.418181818,1.694334757,5.628458231,87.81948324,0.022473695,0.001068352,219.0,14,-213.0,18
181,28.6280284,214.4063322,0.31998698,-0.943515291,26,10,17,26,41,50,14.6426204,19,24,12.54031044,9.90585448,12.40319549,0.511478478,0.413793103,1.724922763,5.730069387,92.14646643,0.020822761,0.001042707,172.0,12,-165.5,20
182,16.6298427,257.5891858,0.759002424,-0.505805398,13,1,1,13,28,42,16.04958522,1,27,13.57687856,10.85740294,13.33537079,0.965107459,0.931034483,1.349178241,4.481873102,58.20444944,0.131922402,0.002434974,380.0,3,-7725.0,1
183,26.40824756,150.9409314,0.456284285,-0.836233879,24,12,15,24,36,45,12.28580203,15,21,10.58512039,8.732897432,10.45727248,0.465225949,0.411764706,1.634108569,5.428391164,74.27319627,0.02680031,0.001347129,184.5,12,-161.0,20
184,21.60938035,139.7845953,0.309717102,-0.372616264,22,6,11,22,30,36,11.82305355,30,19,10.12082746,8.019455859,10.10852448,0.547125987,0.463414634,1.610448441,5.349793923,59.42579596,0.02766757,0.001538827,157.0,4,-158.0,31
185,21.47170988,134.2933946,0.528893956,-0.246886491,20,8,12,20,30,37,11.58850269,15,18,9.631742793,7.318857626,9.552615165,0.539710286,0.428571429,1.60587614,5.334605065,84.88035313,0.02793526,0.001115596,432.0,8,-157.0,1
186,21.81138676,171.954333,0.361287791,-0.629387568,21,5,11,21,31,40,13.11313589,5,20,11.06830903,8.961108933,11.04563548,0.601205968,0.476190476,1.55458769,5.164228523,68.16058361,0.034653141,0.001180388,1076.5,4,-1221.0,1
187,21.4693219,100.5076373,0.497454833,0.035081854,20,10,14,20,28,34,10.02534973,15,14,8.292356542,6.19318057,8.205351307,0.466961639,0.333333333,1.545747274,5.134861297,80.84541526,0.033164892,0.001163948,538.5,10,-292.0,21
188,21.35544552,123.7854943,0.780668866,0.684663891,19,9,14,19,28,37,11.12589297,15,14,8.783060396,6.202396756,8.580039273,0.520986226,0.333333333,1.590100931,5.282200956,84.75442439,0.031055075,0.00094,732.5,14,-819.0,1
189,24.86701738,120.7611774,0.581224243,0.22827239,23,12,17,23,32,39,10.98913907,17,15,8.881311934,6.49634591,8.822732345,0.44191625,0.306122449,1.609199565,5.345645246,90.14293799,0.028830211,0.000959,505.0,16,-569.0,18
190,22.42337278,155.7016861,0.707490675,0.07852503,20,8,14,20,30,41,12.47804817,16,16,10.04981232,7.313299747,9.807235073,0.55647508,0.363636364,1.61505732,5.365104288,85.83947393,0.029097823,0.000885,943.5,13,-678.0,1
191,22.18214427,144.2250611,0.368444384,-0.280867486,20,8,14,20,31,39,12.00937389,16,17,9.891038362,7.3060474,9.801429844,0.541398241,0.377777778,1.609548003,5.34680273,86.64900106,0.028791459,0.000844,672.0,15,-2136.0,1
192,27.50279564,150.8953374,0.171369406,-0.804495247,26,12,18,26,38,44,12.28394633,16,20,10.5210036,8.314231848,10.49088622,0.446643552,0.357142857,1.623976341,5.394732634,91.53274174,0.026993283,0.000869,734.0,15,-670.5,17
193,22.56971957,113.3109845,0.7860577,0.497943224,20,10,15,20,29,38,10.64476324,15,14,8.470290049,6.101159585,8.278651321,0.471639145,0.318181818,1.582074246,5.255536886,89.57357453,0.032672263,0.001029194,943.5,14,-409.0,16
194,24.44301294,108.8908081,0.740027755,0.343485845,22,13,17,22,32,39,10.43507585,17,15,8.555252495,6.468812381,8.428631352,0.426914467,0.306122449,1.563988811,5.19545837,92.42514269,0.033488669,0.001001686,613.0,11,-465.0,20
195,21.89286514,126.8521402,0.516896465,0.329499891,21,9,14,21,29,36,11.26286554,15,15,9.063418156,6.449286094,9.020468491,0.514453703,0.348837209,1.603839863,5.327840702,86.88730853,0.028368529,0.000797,596.5,14,-1534.0,1
196,26.89555514,121.2441363,0.426667772,-0.126507536,26,13,19,26,33,43,11.01109151,25,14,8.777733333,6.212171641,8.741991748,0.409401905,0.269230769,1.623020011,5.391555772,84.04860981,0.027854713,0.000723,779.5,24,-536.5,26
